,smell value,TEST
18,4.0,0.055207717
19,5.0,0.069322152
20,13.0,0.071027506
21,5.0,0.049688801
22,4.0,0.056403153
23,4.0,0.073411524
24,5.0,0.03507584
25,2.0,0.049215643
26,5.0,0.046823629
27,9.0,0.031708041
28,4.0,0.039265207
29,5.0,0.042026207
30,5.0,0.029667883
31,31.0,0.067496254
32,5.0,0.089947764
33,8.0,0.077029366
34,5.0,0.06623049
35,3.0,0.042547166
36,9.0,0.088916446
37,5.0,0.063359514
38,5.0,0.041179763
39,3.0,0.013239518
40,5.0,0.058824421
41,5.0,0.042986133
42,13.0,0.037441422
43,8.0,0.028734061
44,5.0,0.040626099
45,5.0,0.132720938
46,5.0,0.133985739
47,14.0,0.049673014
48,5.0,0.037759305
49,5.0,0.002163411
50,4.0,0.162383129
51,8.0,0.05099933
52,5.0,0.038638366
53,5.0,0.364580948
54,5.0,0.041824228
55,3.0,0.016424277
56,9.0,0.089754115
57,3.0,0.065390565
58,4.0,0.053080854
59,5.0,0.080919186
60,5.0,0.077919526
61,5.0,0.056498229999999997
62,4.0,0.013214285
63,5.0,0.069542237
64,5.0,0.027271173
65,5.0,0.016387944
66,4.0,0.033880697
0,3.0,4.1491e-06
1,4.0,4.5119e-06
2,5.0,0.0
3,5.0,8.56201e-05
4,4.0,0.0001411756
5,3.0,0.0002048393
6,3.0,0.005351667
7,5.0,0.0025575901
8,4.0,0.0023427864
9,5.0,0.0019935546
10,4.0,0.0068389255
11,4.0,0.0045426322
12,4.0,0.0043823788
13,5.0,0.002828505
14,5.0,0.0029041857
15,10.0,0.0025512925
16,5.0,0.0073583158
17,4.0,0.003442368
18,3.0,0.0176574517
19,5.0,0.0077460457
20,4.0,0.0275818566
21,3.0,0.0089009386
22,5.0,0.0262282181
23,4.0,0.0047560313
24,5.0,0.0070322977
0,4.0,0.010649967
1,9.0,0.007711676
2,3.0,0.007401289
3,4.0,0.049393022
4,1.0,0.09552937
5,3.0,0.04998238
6,4.0,0.015143252
7,4.0,0.131955864
8,5.0,0.155492268
9,3.0,0.086559005
10,6.0,0.50941566
11,5.0,0.0
12,5.0,2.3339e-05
13,3.0,0.168899645
14,4.0,0.09826180600000001
15,4.0,0.131730713
16,3.0,0.147915347
17,4.0,0.237252398
18,3.0,0.013938865
19,4.0,0.000812371
20,5.0,0.061108956
21,23.0,0.091839689
22,3.0,0.275198586
23,5.0,0.488590815
24,10.0,0.05564822
25,5.0,0.025229602
26,5.0,0.082264698
27,2.0,0.068791934
28,5.0,0.067539965
29,4.0,0.041064756
30,5.0,0.030499252
31,5.0,0.233723238
32,4.0,0.118959257
33,5.0,0.033616185
34,4.0,0.455841842
35,5.0,0.060001047
36,10.0,0.043853745
37,5.0,0.085896084
38,4.0,0.050937881
39,9.0,0.03519622
40,17.0,0.076707086
41,9.0,0.06960744
42,4.0,0.066038169
43,4.0,0.050780566
44,5.0,0.055288777
45,4.0,0.09475584100000001
46,5.0,0.0
47,3.0,5.2963e-05
0,4.0,1.5443e-05
1,3.0,0.0
2,10.0,8.346e-06
3,4.0,0.000179396
4,4.0,0.0
5,6.0,2.207e-06
6,4.0,0.001456127
7,4.0,0.003921318
8,5.0,0.0038358441999999998
9,3.0,0.006199115
10,9.0,0.0060931556
11,2.0,0.0047267602
12,5.0,0.0043428134
13,3.0,0.0041524981
14,3.0,0.0041170128
15,4.0,0.0094678119
16,5.0,0.0087564509
17,5.0,0.0048569347
18,4.0,0.0074091208
19,5.0,0.0053698902
20,8.0,0.004546406
21,5.0,0.0034904503
22,3.0,0.0444668024
23,4.0,0.0076885161
24,4.0,0.0031329935
25,4.0,0.0301655384
26,4.0,0.1125230091
27,3.0,0.0076610173
28,3.0,0.028501862
0,4.0,0.0
1,5.0,0.0
2,3.0,0.0
3,4.0,0.0
4,4.0,0.08191728
5,4.0,0.998664324
6,3.0,0.04530532
7,4.0,0.072299149
8,4.0,0.093060855
9,14.0,0.113596494
10,7.0,0.031314442
11,9.0,0.075160673
12,5.0,0.102091839
13,4.0,0.162154414
14,3.0,0.017872272
15,5.0,0.05087547
16,5.0,0.031017987
17,7.0,0.056682325
18,5.0,0.06600276
19,8.0,0.077641953
20,3.0,0.119707222
21,8.0,0.074395776
22,4.0,0.103447348
23,8.0,0.092967611
24,4.0,0.079332241
25,8.0,0.160955498
26,10.0,0.073352262
27,8.0,0.046358278
28,4.0,0.01963555
29,5.0,0.056211893
30,5.0,0.071572339
31,3.0,0.051518114
32,5.0,0.040429198
33,18.0,0.032787639
34,5.0,0.13486254
35,5.0,0.042390758
36,5.0,0.0361808
37,5.0,0.055532069
38,9.0,0.05630509
39,3.0,0.040626182
40,6.0,0.037249025
41,3.0,0.066283551
42,3.0,0.254066715
43,4.0,0.098685887
44,5.0,0.057494665
45,9.0,0.059802563
46,5.0,0.048223836
47,8.0,0.051061951
48,5.0,0.164713537
49,8.0,0.084262627
50,4.0,0.094966419
51,4.0,0.095326097
52,5.0,0.191991048
53,5.0,0.110415898
54,5.0,0.086184787
55,5.0,0.37729324
56,3.0,0.0
57,4.0,0.150445939
58,4.0,0.103263876
59,5.0,0.099194523
60,4.0,0.055643059
61,3.0,0.000173781
0,4.0,0.0
1,3.0,0.0
2,5.0,0.0
3,5.0,0.0
4,3.0,0.0
5,4.0,0.0
6,4.0,7.392e-07
7,4.0,0.0
8,5.0,8.043e-06
9,5.0,3.4362e-05
10,4.0,6.797239999999999e-05
11,5.0,7.24143e-05
12,4.0,0.000270831
13,4.0,0.0074200936
14,4.0,0.0001306187
15,3.0,0.00016889500000000002
16,5.0,0.0006703734
17,5.0,0.000414577
18,3.0,0.0002440632
19,3.0,0.0308980302
20,7.0,0.0032566854
21,3.0,0.0047114315
22,5.0,0.0126376838
23,4.0,0.0092130904
24,4.0,0.0075439921
25,4.0,0.0128511437
26,4.0,0.0137418061
27,3.0,0.0092707181
0,4.0,0.0
1,3.0,0.0
2,3.0,0.000204307
3,5.0,0.001618143
4,4.0,0.0
5,3.0,0.007353341
6,5.0,0.025733298
7,2.0,0.02900883
8,2.0,0.006293656
9,5.0,0.011671757
10,5.0,0.0
11,5.0,0.029536768
12,8.0,0.042278834
13,5.0,0.026945297
14,5.0,0.030386364
15,5.0,0.018889851
16,4.0,0.027247588
17,3.0,0.021457607
18,4.0,0.018134963
19,9.0,0.036483471
20,5.0,0.028303618
21,5.0,0.025216929
22,4.0,0.024517604
23,5.0,0.020286834
24,5.0,0.305016017
25,5.0,0.329045376
26,4.0,0.047900991
27,5.0,0.057370858
28,5.0,0.036758132
29,9.0,0.077860299
30,5.0,0.133590322
31,5.0,0.035451729
32,5.0,0.087739228
33,8.0,0.075697077
34,5.0,0.032118151
35,4.0,0.012065079
36,5.0,0.003975503
0,3.0,0.0
1,1.0,0.0
2,3.0,0.0
3,3.0,4.6423e-05
4,3.0,0.0001708109
5,4.0,0.0018322709
6,5.0,0.0021031939
7,5.0,0.0040044388
8,4.0,0.0062826865
9,3.0,0.0117453373
10,5.0,0.004341616
11,4.0,0.005116672
0,5.0,0.0
1,4.0,0.002843238
2,4.0,0.046296808
3,4.0,0.0
4,4.0,0.293936534
5,5.0,0.114974244
6,7.0,0.06820878
7,3.0,0.113273723
8,14.0,0.102845774
9,5.0,0.08335833
10,4.0,0.063936187
11,5.0,0.077074262
12,5.0,0.0
13,5.0,0.150249215
14,14.0,0.116550752
15,5.0,0.118422701
16,5.0,0.094506199
17,5.0,0.104445799
18,4.0,0.071971076
19,10.0,0.079448792
20,5.0,0.074486828
21,5.0,0.046440374
22,12.0,0.03606856
23,5.0,0.1358712
24,10.0,0.193789521
25,5.0,0.059762734
26,4.0,0.054014341
27,5.0,0.042180915
28,5.0,0.093689984
29,5.0,0.283013238
30,4.0,0.15575281
31,5.0,0.086030245
32,5.0,0.069440335
33,5.0,0.594942069
34,5.0,0.075777052
35,5.0,0.240364016
36,10.0,0.041572572
37,5.0,0.998517936
38,7.0,0.144763387
39,17.0,0.087510211
40,15.0,0.070427387
41,3.0,0.057573644
42,5.0,0.181202093
43,5.0,0.082910904
44,5.0,0.214933544
45,5.0,0.078852108
46,5.0,0.111061267
47,5.0,0.063250068
48,5.0,0.004623505
49,4.0,0.024374495
50,3.0,0.009559039
51,5.0,0.000385068
0,3.0,0.0
1,1.0,0.0
2,3.0,0.0
3,9.0,4.5154e-05
4,4.0,0.007416274
5,7.0,0.007319223
6,4.0,0.013466569
7,3.0,0.0062764710000000005
8,5.0,0.005675873
9,5.0,0.005565454
10,5.0,0.005988517
11,5.0,0.006329284
12,5.0,0.007487594
13,5.0,0.003751145
14,5.0,0.003807605
15,7.0,0.00387801
16,5.0,0.006465556
17,4.0,0.006586533
18,5.0,0.006447776
19,5.0,0.0295165664
20,3.0,0.052439693
21,5.0,0.011471674
22,5.0,0.011881046
23,3.0,0.015872975
24,9.0,0.017223105
25,4.0,0.013706255
26,5.0,0.012800824
27,5.0,0.030821384
28,5.0,0.020614202
29,5.0,0.036043709
30,4.0,0.025585625
31,8.0,0.019855143
32,1.0,0.006762267
33,5.0,0.011944245
34,3.0,0.022017371
0,10.0,0.0
1,5.0,0.0
2,5.0,0.00014607799999999998
3,9.0,0.056048892
4,1.0,0.000646702
5,5.0,3.0817e-05
6,2.0,0.010892470999999999
7,5.0,0.034871789
8,3.0,0.012920699
9,4.0,0.031742899
10,4.0,0.160378568
11,4.0,0.077751148
12,10.0,0.076244091
13,5.0,0.0
14,4.0,0.235150569
15,5.0,0.048586185999999996
16,3.0,0.044247544
17,4.0,0.039148791
18,9.0,0.145209055
19,5.0,0.018607703
20,4.0,0.085042588
21,3.0,0.067476776
22,3.0,0.081983324
23,5.0,0.0
24,5.0,0.029580211999999998
0,3.0,0.00712117
1,9.0,0.01229811
2,4.0,0.011853088
3,3.0,0.008380956
4,3.0,0.01517253
5,4.0,0.008924413
6,5.0,0.033064651
7,3.0,0.000899103
8,3.0,0.002162966
9,5.0,0.008857897
10,3.0,0.005870646
11,5.0,0.035148228
12,3.0,0.007965861
13,6.0,0.006207287
14,10.0,0.008592178
15,5.0,0.004899447
16,5.0,0.016753474
17,5.0,0.009565023
18,5.0,0.016267858
19,4.0,0.015420814
20,10.0,0.006695183
21,3.0,0.025387623
22,5.0,0.022894699
23,5.0,0.019517875
24,5.0,0.013056458
25,3.0,0.016931655
26,5.0,0.013993736
27,5.0,0.01553901
28,5.0,0.048275189
29,4.0,0.026748142
30,5.0,0.018769545
31,4.0,0.022282877
32,5.0,0.0
33,4.0,0.092648029
34,2.0,0.033022561
35,5.0,0.015641426
36,5.0,0.017518027
37,5.0,0.005058474
38,3.0,0.011013108
39,5.0,0.010778581
40,5.0,0.075178783
41,9.0,0.022797135
42,5.0,0.021472962
43,1.0,0.010870462
44,5.0,0.027675226
45,5.0,0.024499697
46,2.0,0.016428331
47,1.0,0.012825266
48,2.0,0.0
49,2.0,0.0
50,2.0,0.0
0,10.0,0.0
1,5.0,0.0
2,5.0,0.0
3,5.0,0.0
4,4.0,0.069017209
5,3.0,0.02017625
6,4.0,2.3477e-05
7,5.0,2.3676999999999997e-05
8,5.0,0.000228463
9,8.0,0.000204469
10,5.0,0.578070553
11,5.0,0.005166075
12,5.0,0.107129395
13,5.0,0.00603279
14,4.0,0.14444864
15,5.0,0.212066053
16,5.0,0.035703425
17,4.0,0.052684133
18,5.0,0.056778021
19,7.0,0.01105656
20,3.0,0.005277902
21,4.0,0.004951088
22,5.0,0.005951504
23,5.0,0.162232006
24,9.0,0.157234777
25,4.0,0.81246817
26,10.0,0.00730706
27,4.0,0.008588525999999999
28,5.0,0.124223142
29,5.0,0.021124817
30,4.0,0.138161123
31,18.0,0.119947645
32,5.0,0.023949032999999998
33,8.0,0.026185578
34,5.0,0.028423489
35,15.0,0.075528586
36,5.0,0.027060544
37,5.0,0.317989053
38,5.0,0.189828705
39,5.0,0.13494727
40,19.0,0.1002895
41,14.0,0.084016544
42,5.0,0.042271194
43,3.0,0.018393121
44,4.0,0.192244873
45,5.0,0.059131763999999996
46,14.0,0.049726457
47,9.0,0.039452182
48,12.0,0.035118879
49,5.0,0.034085382
50,5.0,0.032086188
51,4.0,0.037294174
52,5.0,0.15924546
53,5.0,0.01557046
54,5.0,0.081108757
55,9.0,0.035160276
56,5.0,0.025168021
57,4.0,0.01887589
58,5.0,0.0049706329999999995
59,5.0,0.000196517
60,3.0,0.069601882
61,4.0,0.009793295
62,5.0,0.000309908
63,3.0,0.034684697
64,4.0,0.015876191
65,10.0,0.00037099
66,5.0,0.0
67,5.0,0.0
68,5.0,0.0
0,5.0,0.0
1,1.0,0.0
2,5.0,9.785999999999999e-06
3,4.0,7.2182e-05
4,3.0,0.001484256
5,10.0,0.01222541
6,3.0,0.008805696
7,4.0,3.0859e-05
8,5.0,0.007486339
9,5.0,0.021714395
10,5.0,5.6701e-05
11,5.0,0.009357817
12,3.0,0.02539278
13,5.0,0.019040146
14,5.0,0.013198006
15,3.0,0.012470374
16,7.0,0.017779215
17,3.0,0.013260665999999999
18,5.0,0.008796246
19,3.0,0.014135852
20,3.0,0.013450029
21,4.0,0.007218999
22,5.0,0.02034582
23,3.0,0.006238843
24,10.0,0.005437619
25,5.0,0.008183703
26,5.0,0.02748109
27,4.0,0.009452076
28,5.0,0.01033441
29,5.0,0.016726575
30,5.0,0.01168614
31,3.0,0.005719491
32,5.0,0.01653415
33,4.0,0.013315228
34,5.0,0.012837537
35,5.0,0.009316736
36,5.0,0.018567463
37,8.0,0.01871476
38,5.0,0.009559303
39,5.0,0.009940185
40,4.0,0.021714524
41,9.0,0.013168194
42,4.0,0.011156031
43,4.0,0.013689364
44,3.0,0.059689747
45,5.0,0.041748044
46,4.0,0.023980132
47,5.0,0.011007556
48,5.0,0.008509713
49,4.0,0.020425659999999998
50,5.0,0.003299375
51,4.0,0.002955104
52,5.0,0.007577004
53,5.0,0.000769726
54,5.0,0.000392522
55,3.0,0.000231603
56,3.0,6.222e-06
57,5.0,0.0
0,3.0,8.611e-05
1,5.0,0.0
2,4.0,0.001202431
3,3.0,0.0019189
4,5.0,0.000326666
5,5.0,0.003120839
6,4.0,0.004558355
7,4.0,0.092748031
8,5.0,0.007625695
9,7.0,0.063578128
10,5.0,0.056017658
11,5.0,0.052285789
12,5.0,0.012164204
13,3.0,0.017333782
14,5.0,0.04250964
15,4.0,0.009374391
16,1.0,0.181832428
17,5.0,0.007968742
18,5.0,0.004957309
19,3.0,0.029334726
0,4.0,0.023326412
1,10.0,0.023158502
2,3.0,0.018913315
3,5.0,0.020608146
4,3.0,0.022848732
5,5.0,0.025146107
6,2.0,0.028434351
7,5.0,0.04679085
8,4.0,0.039632705
9,4.0,0.031990151
10,5.0,0.006053604
11,5.0,0.023792753
12,4.0,0.095540675
13,1.0,0.071467623
14,3.0,0.011218006
15,5.0,0.047034128
16,4.0,0.139988706
0,5.0,0.0
1,10.0,0.001863452
2,2.0,0.103279095
3,4.0,0.089856268
4,3.0,0.315545386
5,3.0,0.306742254
6,4.0,0.148115613
7,5.0,0.11932881
8,4.0,0.158015315
9,4.0,0.023183884
10,3.0,0.060306208
11,4.0,0.073108226
12,5.0,0.089152708
13,3.0,0.149234527
14,8.0,0.101387026
15,4.0,0.112182058
16,3.0,0.078569667
17,5.0,0.126036675
18,3.0,0.026580427
19,4.0,0.063832856
20,14.0,0.061870506
21,3.0,0.037572861
22,5.0,0.122762062
23,5.0,0.131104461
24,10.0,0.05594392
25,5.0,0.054472572
26,4.0,0.048367174
27,5.0,0.045975194
28,4.0,0.263152559
29,3.0,0.06617958
30,3.0,0.033286013
31,5.0,0.228923079
32,4.0,0.155805115
33,12.0,0.081032445
34,4.0,0.056171251
35,3.0,0.048255094
36,5.0,0.040755817
37,5.0,0.032917716
38,4.0,0.1048793
39,3.0,0.0
0,5.0,0.0
1,3.0,0.0
2,5.0,0.0
3,3.0,0.0
4,1.0,0.0
5,5.0,1.3632000000000001e-05
6,1.0,0.0
7,4.0,0.0
8,3.0,0.00512444
9,4.0,0.0098371959
10,5.0,0.008643184200000001
11,4.0,0.0075884761
12,5.0,0.0047102691
13,3.0,0.0040266493
14,5.0,0.009969839
15,10.0,0.0051282254
16,4.0,0.0066769254
17,4.0,0.0048858721
18,4.0,0.0117512997
19,4.0,0.0035462482
20,4.0,0.0052568841
21,3.0,0.0076562988
22,5.0,0.0107069071
23,4.0,0.0336287188
24,3.0,0.0097282191
25,3.0,0.0160550314
26,5.0,0.0010484794
0,5.0,0.00061487
1,3.0,0.001094344
2,5.0,0.007733523
3,2.0,0.033342814
4,3.0,0.194816358
5,3.0,0.09082606
6,4.0,0.117664015
7,3.0,0.098838853
8,4.0,0.064693634
9,5.0,0.0
10,8.0,0.128323525
11,3.0,0.148504445
12,5.0,0.169089163
13,14.0,0.126607176
14,8.0,0.253473821
15,4.0,0.0
16,5.0,0.162994744
17,3.0,0.061937756000000004
18,4.0,0.091822493
19,5.0,0.07925425999999999
20,4.0,0.133800886
21,7.0,0.524434148
22,4.0,0.176305366
23,13.0,0.092777914
24,5.0,0.07896498
25,3.0,0.007899773
26,5.0,0.063188254
27,8.0,0.059352557
28,8.0,0.050121864
29,8.0,0.050985229
30,2.0,0.066834197
31,9.0,0.06490562799999999
32,10.0,0.303869779
33,5.0,0.0
34,4.0,0.369158999
35,5.0,0.139133379
36,4.0,0.075745784
37,13.0,0.063779717
38,4.0,0.046872252
39,3.0,0.069565628
40,4.0,0.102291566
41,8.0,0.074261833
42,5.0,0.1623477
43,5.0,0.114924793
44,4.0,0.118679692
45,3.0,0.046845803
46,14.0,0.04580994
47,15.0,0.039394208
48,13.0,0.03725093
49,5.0,0.730331846
50,8.0,0.099576845
51,5.0,0.06417943499999999
52,3.0,0.155615218
53,4.0,0.075039564
54,3.0,0.0
0,5.0,0.0001799
1,1.0,0.0
2,1.0,0.005707553
3,5.0,0.003676195
4,2.0,0.0
5,5.0,0.003409716
6,5.0,0.01736445
7,5.0,0.006216752
8,2.0,0.009308722
9,1.0,0.000551204
10,4.0,0.011774132
11,4.0,0.012401408000000001
12,3.0,0.02143798
13,4.0,0.02157534
14,3.0,0.015142051
15,9.0,0.022128379
16,4.0,0.014960892
17,5.0,0.014413962
18,4.0,0.017826366
19,4.0,0.010439977
20,5.0,0.016384952
21,5.0,0.016064898
22,4.0,0.028332871
23,5.0,0.028360668
24,5.0,0.023118154
25,8.0,0.023569686
26,7.0,0.016176927
27,2.0,0.017618121
28,3.0,0.025844942
29,3.0,0.026457862
30,4.0,0.024640521
31,5.0,0.021596955
32,5.0,0.028080525
33,5.0,0.021128162
34,3.0,0.035216328
35,5.0,0.03085146
36,5.0,0.023206003
37,4.0,0.013096097
38,4.0,0.045718526
39,4.0,0.457426775
40,4.0,0.028963585
41,3.0,0.0020856439999999998
42,3.0,0.000197359
0,4.0,0.0
1,5.0,0.0
2,3.0,0.001230597
3,10.0,0.002555429
4,5.0,0.009478877
5,5.0,0.020709684
6,3.0,0.023350634
7,5.0,0.022011229
8,5.0,0.021897258
9,15.0,0.026495721
10,5.0,0.043555956
11,5.0,0.040753523
12,4.0,0.039486817
13,13.0,0.035188158
14,4.0,0.035449929
15,10.0,0.035801684
16,3.0,0.029686449
17,4.0,0.021639044
18,9.0,0.019627463
19,3.0,3.678e-05
20,3.0,0.027591463
21,5.0,0.043357249
22,4.0,0.031738402
23,5.0,0.029651999
24,4.0,0.024529197
25,5.0,0.222515902
26,4.0,0.069358287
27,13.0,0.049908162
28,5.0,0.062674338
29,4.0,0.023126145
30,5.0,0.063738119
31,4.0,0.005363129
0,15.0,0.0
1,5.0,0.0
2,5.0,0.0
3,5.0,0.0
4,3.0,0.0
5,5.0,0.0
6,5.0,0.0
7,5.0,2.853e-06
8,5.0,4.7168e-05
9,3.0,0.010470958
10,4.0,0.021036527
0,3.0,0.0
1,5.0,0.0
2,5.0,0.0
3,5.0,0.0
4,5.0,0.0
5,1.0,0.0
6,4.0,6.903e-06
7,4.0,0.0
8,4.0,0.001024456
9,4.0,0.0036484209999999998
10,8.0,0.004237123
11,4.0,0.000358942
12,4.0,0.009286004
13,5.0,0.015639706
14,4.0,0.083614843
15,3.0,0.001124794
16,5.0,0.020831712
17,2.0,0.17567022
18,14.0,0.199789608
19,4.0,0.093257835
20,3.0,0.006130378
21,5.0,0.051560093
22,3.0,0.067028444
23,5.0,0.079944958
24,4.0,0.097364087
25,10.0,0.097509045
26,4.0,0.188001088
27,3.0,0.041290399
28,5.0,0.048024845000000004
29,8.0,0.048649199
30,3.0,0.051369727
31,2.0,0.514545723
32,5.0,0.046716126
33,5.0,0.026495484
34,4.0,0.0
35,5.0,0.31975264600000003
36,4.0,0.043078526
37,9.0,0.040576121
38,5.0,0.123903588
39,3.0,0.023049178
40,5.0,0.446239773
41,4.0,0.090583335
0,5.0,0.000510414
1,5.0,0.000735744
2,5.0,0.0
3,3.0,0.001807156
4,3.0,0.018739651
5,4.0,0.014031877
6,3.0,0.020789698
7,5.0,0.014209934
8,4.0,0.014851376
9,2.0,0.016365905
10,4.0,0.022261895
11,14.0,0.023195369
12,4.0,0.037254099
13,5.0,0.051317008
14,4.0,0.050072866
15,2.0,0.043560359
16,3.0,0.036139927
17,5.0,0.025416458
18,4.0,0.02600349
19,12.0,0.050717177
20,10.0,0.078086172
21,3.0,0.017159202
22,4.0,0.022365998
23,4.0,0.014328331
24,4.0,0.019424741
25,14.0,0.042327272
26,5.0,0.062187364
27,3.0,0.052462686
28,5.0,0.0
29,15.0,0.024782087
30,9.0,0.035412336
31,4.0,0.036655994
32,5.0,0.074574932
33,4.0,0.094354473
34,5.0,0.112171243
35,11.0,0.02381697
36,3.0,0.050468176000000003
37,5.0,0.064492195
38,5.0,0.032253394
39,9.0,0.032158465
40,3.0,0.025664988
41,2.0,0.0
42,4.0,0.013013311999999999
43,3.0,0.050456254
44,3.0,0.000620976
