EpochTime,3.feed_25.NO2_PPM..3.feed_25.NO2_PPB
1523345400,0.003
1523349000,0.003
1523352600,0.005
1523356200,0.011
1523359800,0.014
1523363400,0.006
1523367000,0.005
1523374200,0.006
1523377800,0.003
1523381400,0.003
1523385000,0.004
1523388600,0.003
1523392200,0.002
1523395800,0.002
1523399400,0.002
1523403000,0.003
1523406600,0.004
1523410200,0.009
1523413800,0.008
1523417400,0.017
1523421000,0.015
1523424600,0.013
1523428200,0.017
1523431800,0.019
1523435400,0.018
1523439000,0.017
1523442600,0.022
1523446200,0.022
1523449800,0.025
1523453400,0.025
1523457000,0.015
1523460600,0.005
1523464200,0.004
1523467800,0.003
1523471400,0.004
1523475000,0.003
1523478600,0.004
1523482200,0.003
1523485800,0.003
1523489400,0.004
1523493000,0.007
1523496600,0.005
1523500200,0.009
1523503800,0.008
1523507400,0.005
1523511000,0.006
1523514600,0.01
1523518200,0.014
1523521800,0.017
1523525400,0.021
1523529000,0.023
1523532600,0.026
1523536200,0.024
1523539800,0.017
1523543400,0.011
1523547000,0.008
1523550600,0.005
1523554200,0.003
1523557800,0.003
1523561400,0.002
1523565000,0.002
1523568600,0.003
1523572200,0.003
1523575800,0.003
1523579400,0.006
1523583000,0.006
1523586600,0.008
1523590200,0.008
1523593800,0.006
1523597400,0.006
1523601000,0.006
1523604600,0.005
1523608200,0.007
1523611800,0.006
1523615400,0.005
1523619000,0.006
1523622600,0.006
1523626200,0.005
1523629800,0.004
1523633400,0.003
1523637000,0.003
1523640600,0.002
1523644200,0.003
1523647800,0.002
1523651400,0.002
1523655000,0.002
1523658600,0.002
1523662200,0.002
1523665800,0.002
1523669400,0.003
1523673000,0.003
1523676600,0.012
1523680200,0.016
1523683800,0.025
1523687400,0.032
1523691000,0.021
1523694600,0.022
1523698200,0.021
1523701800,0.02
1523705400,0.024
1523709000,0.024
1523712600,0.011
1523716200,0.007
1523719800,0.004
1523723400,0.003
1523727000,0.004
1523730600,0.003
1523734200,0.003
1523737800,0.003
1523741400,0.004
1523745000,0.003
1523748600,0.003
1523752200,0.002
1523755800,0.004
1523759400,0.003
1523763000,0.003
1523766600,0.002
1523770200,0.001
1523773800,0.001
1523777400,0.001
1523781000,0.001
1523784600,0.001
1523788200,0.002
1523791800,0.003
1523795400,0.003
1523799000,0.003
1523802600,0.003
1523806200,0.002
1523809800,0.002
1523813400,0.002
1523817000,0.002
1523820600,0.002
1523824200,0.002
1523827800,0.003
1523831400,0.004
1523835000,0.003
1523838600,0.002
1523842200,0.001
1523845800,0.003
1523849400,0.004
1523853000,0.003
1523856600,0.001
1523860200,0.001
1523863800,0.001
1523867400,0.003
1523871000,0.004
1523874600,0.005
1523878200,0.004
1523881800,0.002
1523885400,0.003
1523889000,0.002
1523892600,0.003
1523896200,0.002
1523899800,0.003
1523903400,0.002
1523907000,0.002
1523910600,0.002
1523914200,0.001
1523917800,0.002
1523921400,0.002
1523925000,0.002
1523928600,0.002
1523932200,0.001
1523935800,0.001
1523939400,0.001
1523943000,0.002
1523946600,0.002
1523950200,0.002
1523953800,0.002
1523957400,0.002
1523961000,0.003
1523964600,0.003
1523968200,0.004
1523971800,0.003
1523975400,0.003
1523979000,0.003
1523982600,0.003
1523986200,0.004
1523989800,0.002
1523993400,0.002
1523997000,0.002
1524000600,0.003
1524004200,0.002
1524007800,0.003
1524011400,0.003
1524015000,0.003
1524018600,0.003
1524022200,0.003
1524025800,0.003
1524029400,0.003
1524033000,0.004
1524036600,0.005
1524040200,0.004
1524043800,0.006
1524047400,0.008
1524051000,0.006
1524054600,0.005
1524058200,0.003
1524061800,0.003
1524065400,0.004
1524069000,0.004
1524072600,0.005
1524076200,0.005
1524079800,0.005
1524083400,0.004
1524087000,0.005
1524090600,0.006
1524094200,0.007
1524097800,0.006
1524101400,0.006
1524105000,0.006
1524108600,0.007
1524112200,0.004
1524115800,0.003
1524119400,0.003
1524123000,0.003
1524126600,0.002
1524130200,0.003
1524133800,0.003
1524137400,0.003
1524141000,0.003
1524144600,0.003
1524148200,0.002
1524151800,0.002
1524155400,0.002
1524159000,0.002
1524162600,0.002
1524166200,0.002
1524169800,0.001
1524173400,0.001
1524177000,0.001
1524180600,0.001
1524184200,0.002
1524187800,0.001
1524191400,0.001
1524195000,0.001
1524198600,0.001
1524202200,0.002
1524205800,0.002
1524209400,0.003
1524213000,0.003
1524216600,0.003
1524220200,0.005
1524223800,0.006
1524227400,0.005
1524231000,0.003
1524234600,0.002
1524238200,0.002
1524241800,0.002
1524245400,0.001
1524249000,0.002
1524252600,0.001
1524256200,0.001
1524259800,0.001
1524263400,0.001
1524267000,0.001
1524270600,0.001
1524274200,0.001
1524277800,0.002
1524281400,0.003
1524285000,0.004
1524288600,0.007
1524292200,0.02
1524295800,0.017
1524299400,0.014
1524303000,0.006
1524306600,0.02
1524310200,0.017
1524313800,0.011
1524317400,0.007
1524321000,0.004
1524324600,0.003
1524328200,0.002
1524331800,0.002
1524335400,0.003
1524339000,0.002
1524342600,0.001
1524346200,0.001
1524349800,0.001
1524353400,0.002
1524357000,0.007
1524360600,0.013
1524364200,0.017
1524367800,0.025
1524371400,0.028
1524375000,0.005
1524378600,0.002
1524382200,0.002
1524385800,0.001
1524389400,0.001
1524393000,0.001
1524396600,0.002
1524400200,0.003
1524403800,0.003
1524407400,0.003
1524411000,0.002
1524414600,0.002
1524418200,0.002
1524421800,0.001
1524425400,0.001
1524429000,0.001
1524432600,0.001
1524436200,0.001
1524439800,0.002
1524443400,0.004
1524447000,0.002
1524450600,0.003
1524454200,0.003
1524457800,0.003
1524461400,0.005
1524465000,0.004
1524468600,0.004
1524472200,0.007
1524475800,0.006
1524479400,0.018
1524483000,0.02
1524486600,0.014
1524490200,0.007
1524497400,0.003
1524501000,0.002
1524504600,0.002
1524508200,0.002
1524511800,0.002
1524515400,0.002
1524519000,0.002
1524522600,0.003
1524526200,0.003
1524529800,0.003
1524533400,0.002
1524537000,0.002
1524540600,0.002
1524544200,0.002
1524547800,0.002
1524551400,0.002
1524555000,0.001
1524558600,0.001
1524562200,0.001
1524565800,0.001
1524569400,0.004
1524573000,0.002
1524576600,0.002
1524580200,0.003
1524583800,0.003
1524587400,0.003
1524591000,0.004
1524594600,0.004
1524598200,0.003
1524601800,0.004
1524605400,0.003
1524609000,0.004
1524612600,0.003
1524616200,0.003
1524619800,0.002
1524623400,0.003
1524627000,0.002
1524630600,0.001
1524634200,0.001
1524637800,0.001
1524641400,0.001
1524645000,0.001
1524648600,0.002
1524652200,0.002
1524655800,0.005
1524659400,0.004
1524663000,0.002
1524666600,0.003
1524670200,0.003
1524673800,0.003
1524677400,0.002
1524681000,0.004
1524684600,0.004
1524688200,0.003
1524691800,0.002
1524695400,0.001
1524699000,0.001
1524702600,0.001
1524706200,0.001
1524709800,0.001
1524713400,0.001
1524717000,0.001
1524720600,0.001
1524724200,0.0
1524727800,0.001
1524731400,0.001
1524735000,0.001
1524738600,0.002
1524742200,0.004
1524745800,0.003
1524749400,0.002
1524753000,0.002
1524756600,0.002
1524760200,0.002
1524763800,0.002
1524767400,0.002
1524771000,0.002
1524774600,0.002
1524778200,0.002
1524781800,0.002
1524785400,0.002
1524789000,0.006
1524792600,0.007
1524796200,0.008
1524799800,0.01
1524803400,0.013
1524807000,0.009
1524810600,0.005
1524814200,0.007
1524817800,0.006
1524821400,0.01
1524825000,0.016
1524828600,0.018
1524832200,0.015
1524835800,0.01
1524839400,0.01
1524843000,0.007
1524846600,0.005
1524850200,0.003
1524853800,0.004
1524857400,0.003
1524861000,0.004
1524864600,0.004
1524868200,0.003
1524871800,0.003
1524875400,0.001
1524879000,0.002
1524882600,0.003
1524886200,0.006
1524889800,0.011
1524893400,0.015
1524897000,0.014
1524900600,0.016
1524904200,0.014
1524907800,0.012
1524911400,0.013
1524915000,0.015
1524918600,0.017
1524922200,0.012
1524925800,0.01
1524929400,0.008
1524933000,0.003
1524936600,0.002
1524940200,0.002
1524943800,0.001
1524947400,0.001
1524951000,0.001
1524954600,0.001
1524958200,0.001
1524961800,0.0
1524965400,0.001
1524969000,0.0
1524972600,0.0
1524976200,0.0
1524979800,0.001
1524983400,0.001
1524987000,0.001
1524990600,0.0
1524994200,0.0
1524997800,0.001
1525001400,0.001
1525005000,0.001
1525008600,0.001
1525012200,0.001
1525015800,0.001
1525019400,0.001
1525023000,0.001
1525026600,0.001
1525030200,0.001
1525033800,0.001
1525037400,0.001
1525041000,0.001
1525044600,0.001
1525048200,0.003
1525051800,0.002
1525055400,0.002
1525059000,0.002
1525062600,0.005
1525066200,0.011
1525069800,0.016
1525073400,0.019
1525077000,0.02
1525080600,0.027
1525084200,0.025
1525087800,0.022
1525091400,0.018
1525095000,0.015
1525098600,0.007
1525102200,0.003
1525105800,0.002
1525109400,0.002
1525113000,0.002
1525116600,0.002
1525120200,0.001
1525123800,0.001
1525127400,0.001
1525131000,0.002
1525134600,0.003
1525138200,0.005
1525141800,0.008
1525145400,0.022
1525149000,0.021
1525152600,0.022
1525156200,0.024
1525159800,0.024
1525163400,0.019
1525167000,0.022
1525170600,0.021
1525174200,0.018
1525177800,0.021
1525181400,0.021
1525185000,0.015
1525188600,0.007
1525192200,0.003
1525195800,0.003
1525199400,0.003
1525203000,0.002
1525206600,0.002
1525210200,0.002
1525213800,0.001
1525217400,0.002
1525221000,0.007
1525224600,0.008
1525228200,0.013
1525231800,0.022
1525235400,0.026
1525239000,0.014
1525242600,0.012
1525246200,0.015
1525249800,0.01
1525253400,0.01
1525257000,0.018
1525260600,0.019
1525264200,0.022
1525267800,0.018
1525271400,0.011
1525275000,0.005
1525278600,0.002
1525282200,0.002
1525285800,0.002
1525289400,0.002
1525293000,0.002
1525296600,0.002
1525300200,0.002
1525303800,0.002
1525307400,0.004
1525311000,0.007
1525314600,0.007
1525318200,0.005
1525321800,0.005
1525325400,0.006
1525329000,0.006
1525332600,0.005
1525336200,0.005
1525339800,0.006
1525343400,0.009
1525347000,0.013
1525350600,0.009
1525354200,0.006
1525357800,0.004
1525361400,0.003
1525365000,0.003
1525368600,0.003
1525372200,0.003
1525375800,0.002
1525379400,0.002
1525383000,0.004
1525386600,0.003
1525390200,0.003
1525393800,0.003
1525397400,0.005
1525401000,0.005
1525404600,0.008
1525408200,0.006
1525411800,0.005
1525415400,0.012
1525419000,0.008
1525422600,0.01
1525426200,0.014
1525429800,0.015
1525433400,0.012
1525437000,0.012
1525440600,0.008
1525444200,0.004
1525447800,0.003
1525451400,0.004
1525455000,0.003
1525458600,0.003
1525462200,0.003
1525465800,0.002
1525469400,0.002
1525473000,0.001
1525476600,0.002
1525480200,0.002
1525483800,0.002
1525487400,0.002
1525491000,0.003
1525494600,0.003
1525498200,0.001
1525501800,0.004
1525505400,0.003
1525509000,0.005
1525512600,0.008
1525516200,0.015
1525519800,0.008
1525523400,0.005
1525527000,0.015
1525530600,0.011
1525534200,0.004
1525537800,0.002
1525541400,0.001
1525545000,0.001
1525548600,0.004
1525552200,0.006
1525555800,0.003
1525559400,0.011
1525563000,0.017
1525566600,0.005
1525570200,0.007
1525573800,0.004
1525577400,0.001
1525581000,0.002
1525584600,0.001
1525588200,0.001
1525591800,0.001
1525595400,0.001
1525599000,0.001
1525602600,0.001
1525606200,0.001
1525609800,0.002
1525613400,0.002
1525617000,0.003
1525620600,0.002
1525624200,0.001
1525627800,0.001
1525631400,0.001
1525635000,0.001
1525638600,0.002
1525642200,0.001
1525645800,0.0
1525649400,0.001
1525653000,0.005
1525656600,0.007
1525660200,0.011
1525663800,0.01
1525667400,0.013
1525671000,0.009
1525674600,0.009
1525678200,0.007
1525681800,0.007
1525685400,0.01
1525689000,0.01
1525692600,0.009
1525696200,0.008
1525699800,0.008
1525710600,0.0
1525714200,0.0
1525717800,0.0
1525721400,0.0
1525725000,0.0
1525728600,0.0
1525732200,0.0
1525735800,0.0
1525739400,0.001
1525743000,0.005
1525746600,0.004
1525750200,0.004
1525753800,0.009
1525757400,0.008
1525761000,0.018
1525764600,0.012
1525768200,0.012
1525771800,0.012
1525775400,0.01
1525779000,0.007
1525782600,0.008
1525786200,0.005
1525789800,0.003
1525793400,0.003
1525797000,0.003
1525800600,0.001
1525804200,0.0
1525807800,0.0
1525811400,0.0
1525815000,0.0
1525818600,0.0
1525822200,0.001
1525825800,0.006
1525829400,0.013
1525833000,0.011
1525836600,0.009
1525840200,0.008
1525843800,0.004
1525847400,0.002
1525851000,0.02
1525854600,0.018
1525858200,0.019
1525861800,0.018
1525865400,0.013
1525869000,0.012
1525872600,0.012
1525876200,0.008
1525879800,0.006
1525883400,0.002
1525887000,0.001
1525890600,0.002
1525894200,0.001
1525897800,0.002
1525901400,0.001
1525905000,0.003
1525908600,0.007
1525912200,0.005
1525915800,0.004
1525919400,0.001
1525923000,0.013
1525926600,0.009
1525930200,0.008
1525933800,0.005
1525937400,0.007
1525941000,0.004
1525944600,0.017
1525948200,0.008
1525951800,0.007
1525955400,0.007
1525959000,0.005
1525962600,0.003
1525966200,0.002
1525969800,0.001
1525977000,0.002
1525980600,0.002
1525984200,0.002
1525987800,0.001
1525991400,0.001
1525995000,0.002
1525998600,0.002
1526002200,0.003
1526005800,0.004
1526009400,0.004
1526013000,0.008
1526016600,0.003
1526020200,0.001
1526023800,0.0
1526027400,0.002
1526031000,0.003
1526034600,0.003
1526038200,0.003
1526041800,0.003
1526045400,0.003
1526049000,0.002
1526052600,0.001
1526056200,0.001
1526059800,0.002
1526063400,0.002
1526067000,0.002
1526070600,0.001
1526074200,0.001
1526077800,0.0
1526081400,0.001
1526085000,0.001
1526088600,0.001
1526092200,0.0
1526095800,0.001
1526099400,0.001
1526103000,0.001
1526106600,0.001
1526110200,0.0
1526113800,0.001
1526117400,0.002
1526121000,0.003
1526124600,0.007
1526128200,0.003
1526131800,0.006
1526135400,0.008
1526139000,0.007
1526142600,0.003
1526146200,0.003
1526149800,0.003
1526153400,0.002
1526157000,0.003
1526160600,0.003
1526164200,0.005
1526167800,0.005
1526171400,0.004
1526175000,0.003
1526178600,0.002
1526182200,0.002
1526185800,0.002
1526189400,0.003
1526193000,0.001
1526196600,0.001
1526200200,0.001
1526203800,0.001
1526207400,0.001
1526211000,0.006
1526214600,0.002
1526218200,0.001
1526221800,0.001
1526225400,0.002
1526229000,0.006
1526232600,0.003
1526236200,0.004
1526239800,0.003
1526243400,0.003
1526247000,0.002
1526250600,0.002
1526254200,0.002
1526257800,0.002
1526261400,0.003
1526265000,0.004
1526268600,0.004
1526272200,0.007
1526275800,0.004
1526279400,0.006
1526283000,0.003
1526286600,0.003
1526290200,0.003
1526293800,0.007
1526297400,0.008
1526301000,0.009
1526304600,0.005
1526308200,0.005
1526311800,0.005
1526315400,0.005
1526319000,0.003
1526322600,0.003
1526326200,0.005
1526329800,0.004
1526333400,0.006
1526337000,0.006
1526340600,0.004
1526344200,0.007
1526347800,0.013
1526351400,0.013
1526355000,0.019
1526358600,0.009
1526362200,0.007
1526365800,0.006
1526369400,0.005
1526373000,0.004
1526376600,0.005
1526380200,0.015
1526383800,0.014
1526387400,0.012
1526391000,0.009
1526394600,0.006
1526398200,0.004
1526401800,0.003
1526405400,0.002
1526409000,0.003
1526412600,0.002
1526416200,0.002
1526419800,0.001
1526423400,0.001
1526427000,0.002
1526430600,0.003
1526434200,0.002
1526437800,0.001
1526441400,0.0
1526445000,0.001
1526448600,0.0
1526452200,0.0
1526455800,0.0
1526459400,0.001
1526463000,0.001
1526466600,0.001
1526470200,0.002
1526473800,0.004
1526477400,0.005
1526481000,0.005
1526484600,0.006
1526488200,0.005
1526491800,0.005
1526495400,0.003
1526499000,0.002
1526502600,0.003
1526506200,0.002
1526509800,0.001
1526513400,0.001
1526517000,0.002
1526520600,0.004
1526524200,0.002
1526527800,0.002
1526531400,0.001
1526535000,0.001
1526538600,0.001
1526542200,0.001
1526545800,0.001
1526549400,0.002
1526553000,0.003
1526556600,0.003
1526560200,0.002
1526563800,0.002
1526567400,0.002
1526571000,0.003
1526574600,0.003
1526578200,0.004
1526581800,0.002
1526585400,0.001
1526589000,0.001
1526592600,0.0
1526596200,0.002
1526599800,0.002
1526603400,0.001
1526607000,0.002
1526610600,0.002
1526614200,0.004
1526617800,0.002
1526621400,0.002
1526625000,0.001
1526628600,0.003
1526632200,0.001
1526635800,0.001
1526639400,0.001
1526643000,0.002
1526646600,0.002
1526650200,0.003
1526653800,0.003
1526657400,0.003
1526661000,0.002
1526664600,0.003
1526668200,0.003
1526671800,0.002
1526675400,0.002
1526679000,0.002
1526682600,0.002
1526686200,0.002
1526689800,0.002
1526693400,0.002
1526697000,0.001
1526700600,0.002
1526704200,0.001
1526707800,0.002
1526711400,0.002
1526715000,0.003
1526718600,0.002
1526722200,0.001
1526725800,0.001
1526729400,0.002
1526733000,0.002
1526736600,0.001
1526740200,0.001
1526743800,0.002
1526747400,0.002
1526751000,0.002
1526754600,0.003
1526758200,0.006
1526761800,0.004
1526765400,0.007
1526769000,0.003
1526772600,0.006
1526776200,0.001
1526779800,0.005
1526783400,0.003
1526787000,0.003
1526790600,0.002
1526794200,0.002
1526797800,0.003
1526801400,0.003
1526805000,0.002
1526808600,0.002
1526812200,0.002
1526815800,0.001
1526819400,0.001
1526823000,0.002
1526826600,0.001
1526830200,0.002
1526833800,0.002
1526837400,0.001
1526841000,0.001
1526844600,0.001
1526848200,0.001
1526851800,0.001
1526855400,0.001
1526859000,0.001
1526862600,0.002
1526866200,0.004
1526869800,0.01
1526873400,0.002
1526877000,0.005
1526880600,0.006
1526884200,0.007
1526887800,0.002
1526891400,0.002
1526895000,0.002
1526898600,0.004
1526902200,0.004
1526905800,0.002
1526909400,0.004
1526913000,0.002
1526916600,0.002
1526920200,0.003
1526923800,0.003
1526927400,0.003
1526931000,0.002
1526934600,0.001
1526938200,0.001
1526941800,0.002
1526945400,0.004
1526949000,0.003
1526952600,0.009
1526956200,0.009
1526959800,0.015
1526963400,0.013
1526967000,0.006
1526970600,0.003
1526974200,0.002
1526977800,0.003
1526981400,0.004
1526985000,0.006
1526988600,0.007
1526992200,0.007
1526995800,0.005
1527003000,0.005
1527006600,0.004
1527010200,0.004
1527013800,0.003
1527017400,0.003
1527021000,0.003
1527024600,0.002
1527028200,0.002
1527031800,0.004
1527035400,0.002
1527039000,0.001
1527042600,0.003
1527046200,0.003
1527049800,0.002
1527053400,0.002
1527057000,0.002
1527060600,0.002
1527064200,0.002
1527067800,0.002
1527071400,0.001
1527075000,0.001
1527078600,0.001
1527082200,0.002
1527085800,0.002
1527089400,0.001
1527093000,0.001
1527096600,0.001
1527100200,0.001
1527103800,0.001
1527107400,0.001
1527111000,0.001
1527114600,0.001
1527118200,0.001
1527121800,0.002
1527125400,0.004
1527129000,0.008
1527132600,0.007
1527136200,0.007
1527139800,0.006
1527143400,0.007
1527147000,0.005
1527150600,0.006
1527154200,0.009
1527157800,0.01
1527161400,0.009
1527165000,0.01
1527168600,0.012
1527172200,0.007
1527175800,0.005
1527179400,0.002
1527183000,0.001
1527186600,0.001
1527190200,0.0
1527193800,0.0
1527197400,0.0
1527201000,0.0
1527204600,0.001
1527208200,0.005
1527211800,0.011
1527215400,0.018
1527219000,0.01
1527222600,0.011
1527226200,0.014
1527229800,0.011
1527233400,0.018
1527237000,0.009
1527240600,0.009
1527244200,0.008
1527247800,0.008
1527251400,0.009
1527255000,0.017
1527258600,0.01
1527262200,0.008
1527265800,0.005
1527269400,0.004
1527273000,0.003
1527276600,0.002
1527280200,0.002
1527283800,0.002
1527287400,0.002
1527291000,0.002
1527294600,0.005
1527298200,0.011
1527301800,0.024
1527305400,0.014
1527309000,0.016
1527312600,0.02
1527316200,0.017
1527319800,0.015
1527323400,0.017
1527327000,0.016
1527330600,0.015
1527334200,0.012
1527337800,0.01
1527341400,0.008
1527345000,0.006
1527348600,0.004
1527352200,0.002
1527355800,0.002
1527359400,0.001
1527363000,0.001
1527366600,0.002
1527370200,0.002
1527373800,0.002
1527377400,0.002
1527381000,0.006
1527384600,0.006
1527388200,0.003
1527391800,0.004
1527395400,0.004
1527399000,0.002
1527402600,0.007
1527406200,0.007
1527409800,0.006
1527413400,0.002
1527417000,0.002
1527420600,0.004
1527424200,0.003
1527427800,0.004
1527431400,0.006
1527435000,0.006
1527438600,0.005
1527442200,0.004
1527445800,0.002
1527449400,0.001
1527453000,0.001
1527456600,0.001
1527460200,0.001
1527463800,0.0
1527467400,0.003
1527471000,0.009
1527474600,0.014
1527478200,0.011
1527481800,0.007
1527485400,0.006
1527489000,0.007
1527492600,0.009
1527496200,0.007
1527499800,0.007
1527503400,0.005
1527507000,0.004
1527510600,0.009
1527514200,0.012
1527517800,0.013
1527521400,0.007
1527525000,0.005
1527528600,0.004
1527532200,0.006
1527535800,0.004
1527539400,0.005
1527543000,0.005
1527546600,0.002
1527550200,0.003
1527553800,0.007
1527557400,0.006
1527561000,0.006
1527564600,0.006
1527568200,0.005
1527571800,0.004
1527575400,0.005
1527579000,0.005
1527582600,0.006
1527586200,0.005
1527589800,0.005
1527593400,0.007
1527597000,0.013
1527600600,0.011
1527604200,0.01
1527607800,0.005
1527611400,0.003
1527615000,0.002
1527618600,0.002
1527622200,0.001
1527625800,0.002
1527629400,0.002
1527633000,0.002
1527636600,0.006
1527640200,0.007
1527643800,0.003
1527647400,0.001
1527651000,0.001
1527654600,0.001
1527658200,0.001
1527661800,0.001
1527665400,0.001
1527669000,0.002
1527672600,0.002
1527676200,0.004
1527679800,0.003
1527683400,0.002
1527687000,0.002
1527690600,0.002
1527694200,0.002
1527697800,0.002
1527701400,0.002
1527705000,0.001
1527708600,0.001
1527712200,0.001
1527715800,0.001
1527719400,0.0
1527723000,0.001
1527726600,0.001
1527730200,0.001
1527733800,0.0
1527737400,0.0
1527741000,0.001
1527744600,0.0
1527748200,0.004
1527751800,0.007
1527755400,0.002
1527759000,0.012
1527762600,0.013
1527766200,0.007
1527769800,0.006
1527773400,0.005
1527777000,0.004
1527780600,0.007
1527784200,0.01
1527791400,0.004
1527795000,0.004
1527798600,0.005
1527802200,0.003
1527805800,0.005
1527809400,0.006
1527813000,0.011
1527816600,0.008
1527820200,0.008
1527823800,0.011
1527827400,0.01
1527831000,0.008
1527834600,0.006
1527838200,0.004
1527841800,0.006
1527845400,0.007
1527849000,0.01
1527852600,0.008
1527856200,0.006
1527859800,0.005
1527863400,0.005
1527867000,0.006
1527870600,0.006
1527874200,0.006
1527877800,0.005
1527881400,0.004
1527885000,0.006
1527888600,0.007
1527892200,0.003
1527895800,0.003
1527899400,0.002
1527903000,0.001
1527906600,0.002
1527910200,0.004
1527913800,0.002
1527917400,0.001
1527921000,0.002
1527924600,0.002
1527928200,0.002
1527931800,0.002
1527935400,0.002
1527939000,0.002
1527942600,0.001
1527946200,0.002
1527949800,0.002
1527953400,0.002
1527957000,0.002
1527960600,0.002
1527964200,0.001
1527967800,0.001
1527971400,0.001
1527975000,0.001
1527978600,0.001
1527982200,0.001
1527985800,0.001
1527989400,0.001
1527993000,0.001
1527996600,0.001
1528000200,0.0
1528003800,0.0
1528007400,0.0
1528011000,0.0
1528014600,0.0
1528018200,0.001
1528021800,0.002
1528025400,0.001
1528029000,0.001
1528032600,0.002
1528036200,0.004
1528039800,0.002
1528043400,0.004
1528047000,0.006
1528050600,0.002
1528054200,0.002
1528057800,0.001
1528061400,0.001
1528065000,0.003
1528068600,0.001
1528072200,0.002
1528075800,0.001
1528079400,0.004
1528083000,0.005
1528086600,0.006
1528090200,0.005
1528093800,0.007
1528097400,0.011
1528101000,0.004
1528104600,0.003
1528108200,0.003
1528111800,0.004
1528115400,0.003
1528119000,0.003
1528122600,0.002
1528126200,0.002
1528129800,0.002
1528133400,0.002
1528137000,0.002
1528140600,0.001
1528144200,0.001
1528147800,0.001
1528151400,0.001
1528155000,0.001
1528158600,0.002
1528162200,0.003
1528165800,0.003
1528169400,0.005
1528173000,0.005
1528176600,0.01
1528180200,0.011
1528183800,0.012
1528187400,0.015
1528191000,0.01
1528194600,0.009
1528198200,0.009
1528201800,0.008
1528205400,0.011
1528212600,0.004
1528216200,0.004
1528219800,0.004
1528223400,0.003
1528227000,0.003
1528230600,0.003
1528234200,0.003
1528237800,0.003
1528241400,0.003
1528245000,0.001
1528248600,0.002
1528252200,0.002
1528255800,0.001
1528259400,0.001
1528263000,0.001
1528266600,0.001
1528270200,0.001
1528273800,0.001
1528277400,0.002
1528281000,0.002
1528284600,0.002
1528288200,0.002
1528291800,0.002
1528295400,0.001
1528299000,0.001
1528302600,0.002
1528306200,0.001
1528309800,0.002
1528313400,0.002
1528317000,0.001
1528320600,0.001
1528324200,0.001
1528327800,0.001
1528331400,0.004
1528335000,0.015
1528338600,0.011
1528342200,0.015
1528345800,0.008
1528349400,0.014
1528353000,0.013
1528356600,0.007
1528360200,0.009
1528363800,0.009
1528367400,0.007
1528371000,0.007
1528374600,0.011
1528378200,0.008
1528381800,0.005
1528385400,0.004
1528389000,0.005
1528392600,0.004
1528396200,0.004
1528399800,0.004
1528403400,0.005
1528407000,0.005
1528410600,0.004
1528414200,0.004
1528417800,0.009
1528421400,0.017
1528425000,0.008
1528428600,0.008
1528432200,0.017
1528435800,0.014
1528439400,0.009
1528443000,0.007
1528446600,0.009
1528450200,0.013
1528453800,0.013
1528457400,0.013
1528461000,0.011
1528464600,0.013
1528468200,0.011
1528471800,0.013
1528475400,0.01
1528482600,0.007
1528486200,0.006
1528489800,0.006
1528493400,0.004
1528497000,0.004
1528500600,0.003
1528504200,0.009
1528507800,0.012
1528511400,0.015
1528515000,0.011
1528518600,0.007
1528522200,0.007
1528525800,0.006
1528529400,0.004
1528533000,0.003
1528536600,0.002
1528540200,0.003
1528543800,0.003
1528547400,0.003
1528551000,0.004
1528554600,0.004
1528558200,0.004
1528561800,0.004
1528565400,0.004
1528569000,0.003
1528572600,0.004
1528576200,0.003
1528579800,0.002
1528583400,0.001
1528587000,0.001
1528590600,0.001
1528594200,0.003
1528597800,0.004
1528601400,0.013
1528605000,0.017
1528608600,0.01
1528612200,0.002
1528615800,0.001
1528619400,0.0
1528623000,0.001
1528626600,0.001
1528630200,0.001
1528633800,0.002
1528637400,0.002
1528641000,0.002
1528644600,0.003
1528648200,0.002
1528651800,0.002
1528655400,0.003
1528659000,0.002
1528662600,0.002
1528666200,0.001
1528669800,0.001
1528673400,0.001
1528677000,0.001
1528680600,0.002
1528684200,0.001
1528687800,0.002
1528691400,0.002
1528695000,0.002
1528698600,0.0
1528702200,0.001
1528705800,0.001
1528709400,0.001
1528713000,0.001
1528716600,0.001
1528720200,0.001
1528723800,0.003
1528731000,0.003
1528734600,0.002
1528738200,0.003
1528741800,0.002
1528745400,0.002
1528749000,0.002
1528752600,0.003
1528756200,0.003
1528759800,0.002
1528763400,0.002
1528767000,0.003
1528770600,0.006
1528774200,0.005
1528777800,0.004
1528781400,0.001
1528785000,0.002
1528788600,0.001
1528792200,0.001
1528795800,0.001
1528799400,0.002
1528803000,0.006
1528806600,0.006
1528810200,0.003
1528813800,0.003
1528817400,0.003
1528821000,0.003
1528824600,0.003
1528828200,0.003
1528831800,0.008
1528835400,0.004
1528839000,0.002
1528842600,0.002
1528846200,0.003
1528849800,0.004
1528853400,0.005
1528857000,0.007
1528860600,0.015
1528864200,0.009
1528867800,0.007
1528871400,0.004
1528875000,0.005
1528878600,0.006
1528882200,0.007
1528885800,0.008
1528889400,0.007
1528893000,0.004
1528896600,0.005
1528900200,0.006
1528903800,0.005
1528907400,0.005
1528911000,0.005
1528914600,0.005
1528918200,0.003
1528921800,0.003
1528925400,0.003
1528929000,0.003
1528932600,0.004
1528936200,0.003
1528939800,0.003
1528943400,0.001
1528947000,0.001
1528950600,0.001
1528954200,0.001
1528957800,0.003
1528961400,0.003
