EpochTime,3.feed_25.NO2_PPM..3.feed_25.NO2_PPB
1587709800,0.002
1587713400,0.002
1587717000,0.002
1587720600,0.001
1587724200,0.001
1587727800,0.002
1587731400,0.002
1587735000,0.002
1587738600,0.002
1587742200,0.001
1587745800,0.002
1587749400,0.002
1587753000,0.002
1587756600,0.001
1587760200,0.001
1587763800,0.001
1587767400,0.002
1587771000,0.001
1587774600,0.001
1587778200,0.001
1587781800,0.001
1587785400,0.001
1587789000,0.001
1587792600,0.001
1587796200,0.002
1587799800,0.006
1587803400,0.004
1587807000,0.016
1587810600,0.007
1587814200,0.004
1587817800,0.004
1587821400,0.003
1587825000,0.003
1587828600,0.004
1587832200,0.002
1587835800,0.001
1587839400,0.001
1587843000,0.001
1587846600,0.001
1587850200,0.001
1587853800,0.001
1587857400,0.001
1587861000,0.0
1587864600,0.001
1587868200,0.001
1587871800,0.001
1587875400,0.0
1587879000,0.0
1587882600,0.0
1587886200,0.0
1587889800,0.0
1587893400,0.001
1587897000,0.001
1587900600,0.002
1587904200,0.001
1587907800,0.001
1587911400,0.001
1587915000,0.001
1587918600,0.002
1587922200,0.001
1587925800,0.0
1587929400,0.0
1587933000,0.0
1587936600,0.0
1587940200,0.001
1587943800,0.0
1587947400,0.0
1587951000,0.0
1587954600,0.0
1587958200,0.0
1587961800,0.001
1587965400,0.0
1587969000,0.0
1587972600,0.0
1587976200,0.0
1587979800,0.0
1587983400,0.001
1587987000,0.001
1587990600,0.001
1587994200,0.001
1587997800,0.001
1588001400,0.001
1588005000,0.0
1588008600,0.001
1588012200,0.0
1588015800,0.0
1588019400,0.0
1588023000,0.0
1588026600,0.0
1588030200,0.0
1588033800,0.002
1588037400,0.002
1588041000,0.007
1588044600,0.006
1588048200,0.006
1588051800,0.006
1588055400,0.01
1588059000,0.019
1588062600,0.018
1588066200,0.01
1588069800,0.008
1588073400,0.017
1588077000,0.011
1588080600,0.007
1588084200,0.003
1588087800,0.003
1588091400,0.003
1588095000,0.004
1588098600,0.006
1588102200,0.005
1588105800,0.004
1588109400,0.003
1588113000,0.003
1588116600,0.004
1588120200,0.003
1588123800,0.002
1588127400,0.003
1588131000,0.001
1588134600,0.002
1588138200,0.003
1588141800,0.003
1588145400,0.003
1588149000,0.002
1588152600,0.002
1588156200,0.003
1588159800,0.004
1588163400,0.005
1588167000,0.004
1588170600,0.003
1588174200,0.002
1588177800,0.002
1588181400,0.001
1588185000,0.001
1588188600,0.001
1588192200,0.002
1588195800,0.001
1588199400,0.001
1588203000,0.002
1588206600,0.002
1588210200,0.001
1588213800,0.0
1588217400,0.001
1588221000,0.002
1588224600,0.0
1588228200,0.0
1588231800,0.004
1588235400,0.002
1588239000,0.003
1588242600,0.001
1588246200,0.001
1588249800,0.005
1588253400,0.005
1588257000,0.005
1588260600,0.005
1588264200,0.005
1588267800,0.004
1588271400,0.002
1588275000,0.001
1588278600,0.001
1588282200,0.002
1588285800,0.002
1588289400,0.001
1588293000,0.001
1588296600,0.001
1588300200,0.001
1588303800,0.001
1588307400,0.001
1588311000,0.001
1588314600,0.002
1588318200,0.002
1588321800,0.003
1588325400,0.003
1588329000,0.004
1588332600,0.003
1588336200,0.002
1588339800,0.001
1588343400,0.001
1588347000,0.001
1588350600,0.001
1588354200,0.001
1588357800,0.001
1588361400,0.001
1588365000,0.001
1588368600,0.001
1588372200,0.001
1588375800,0.001
1588379400,0.001
1588383000,0.001
1588386600,0.002
1588390200,0.01
1588393800,0.01
1588397400,0.006
1588401000,0.011
1588404600,0.014
1588408200,0.012
1588411800,0.01
1588415400,0.009
1588419000,0.008
1588422600,0.009
1588426200,0.012
1588429800,0.008
1588433400,0.003
1588437000,0.002
1588440600,0.001
1588444200,0.002
1588447800,0.001
1588451400,0.002
1588455000,0.002
1588458600,0.002
1588462200,0.004
1588465800,0.004
1588469400,0.007
1588473000,0.002
1588476600,0.003
1588480200,0.002
1588483800,0.007
1588487400,0.005
1588491000,0.004
1588494600,0.004
1588498200,0.006
1588501800,0.005
1588505400,0.006
1588509000,0.007
1588512600,0.009
1588516200,0.008
1588519800,0.006
1588523400,0.004
1588527000,0.002
1588530600,0.001
1588534200,0.001
1588537800,0.001
1588541400,0.001
1588545000,0.001
1588548600,0.002
1588552200,0.003
1588555800,0.003
1588559400,0.003
1588563000,0.001
1588566600,0.001
1588570200,0.0
1588573800,0.001
1588577400,0.0
1588581000,0.001
1588584600,0.001
1588588200,0.001
1588591800,0.001
1588595400,0.001
1588599000,0.001
1588602600,0.0
1588606200,0.0
1588609800,0.001
1588613400,0.0
1588617000,0.0
1588620600,0.0
1588624200,0.0
1588627800,0.0
1588631400,0.0
1588635000,0.0
1588638600,0.0
1588642200,0.0
1588645800,0.002
1588649400,0.002
1588653000,0.001
1588656600,0.001
1588660200,0.001
1588663800,0.002
1588667400,0.004
1588671000,0.008
1588674600,0.01
1588678200,0.008
1588681800,0.002
1588685400,0.001
1588689000,0.001
1588692600,0.001
1588696200,0.002
1588699800,0.006
1588703400,0.001
1588707000,0.004
1588710600,0.001
1588714200,0.001
1588717800,0.002
1588721400,0.003
1588725000,0.002
1588728600,0.003
1588732200,0.002
1588735800,0.001
1588739400,0.001
1588743000,0.001
1588746600,0.001
1588750200,0.002
1588753800,0.0
1588757400,0.0
1588761000,0.0
1588764600,0.001
1588768200,0.001
1588771800,0.001
1588775400,0.001
1588779000,0.001
1588782600,0.001
1588786200,0.001
1588789800,0.0
1588793400,0.002
1588797000,0.001
1588800600,0.001
1588804200,0.0
1588807800,0.001
1588811400,0.001
1588815000,0.008
1588818600,0.01
1588822200,0.005
1588825800,0.007
1588829400,0.008
1588833000,0.01
1588836600,0.011
1588840200,0.013
1588843800,0.015
1588847400,0.014
1588851000,0.014
1588854600,0.014
1588858200,0.011
1588869000,0.002
1588872600,0.001
1588876200,0.001
1588879800,0.001
1588883400,0.001
1588887000,0.002
1588890600,0.001
1588894200,0.001
1588897800,0.001
1588901400,0.001
1588905000,0.001
1588908600,0.002
1588912200,0.003
1588915800,0.003
1588919400,0.003
1588923000,0.005
1588926600,0.006
1588930200,0.004
1588933800,0.005
1588937400,0.005
1588941000,0.004
1588944600,0.003
1588948200,0.004
1588951800,0.005
1588955400,0.004
1588959000,0.005
1588962600,0.003
1588966200,0.001
1588969800,0.001
1588973400,0.001
1588977000,0.001
1588980600,0.001
1588984200,0.001
1588987800,0.001
1588991400,0.002
1588995000,0.001
1588998600,0.001
1589002200,0.001
1589005800,0.001
1589009400,0.001
1589013000,0.002
1589016600,0.004
1589020200,0.005
1589023800,0.003
1589027400,0.002
1589031000,0.001
1589034600,0.001
1589038200,0.001
1589041800,0.001
1589045400,0.001
1589049000,0.001
1589052600,0.001
1589056200,0.001
1589059800,0.001
1589063400,0.001
1589067000,0.001
1589070600,0.001
1589074200,0.004
1589077800,0.005
1589081400,0.004
1589085000,0.004
1589088600,0.004
1589092200,0.007
1589095800,0.01
1589099400,0.008
1589103000,0.007
1589106600,0.01
1589110200,0.009
1589113800,0.006
1589117400,0.005
1589121000,0.004
1589124600,0.002
1589128200,0.002
1589131800,0.002
1589135400,0.001
1589139000,0.002
1589142600,0.001
1589146200,0.001
1589149800,0.002
1589153400,0.001
1589157000,0.002
1589160600,0.001
1589164200,0.002
1589167800,0.002
1589171400,0.002
1589175000,0.002
1589178600,0.005
1589182200,0.005
1589185800,0.002
1589189400,0.002
1589193000,0.003
1589196600,0.002
1589200200,0.001
1589203800,0.002
1589207400,0.002
1589211000,0.002
1589214600,0.002
1589218200,0.002
1589221800,0.002
1589225400,0.002
1589229000,0.002
1589232600,0.002
1589236200,0.002
1589239800,0.001
1589243400,0.002
1589247000,0.002
1589250600,0.002
1589254200,0.002
1589257800,0.002
1589261400,0.002
1589265000,0.002
1589268600,0.001
1589272200,0.002
1589275800,0.003
1589279400,0.004
1589283000,0.004
1589286600,0.003
1589290200,0.002
1589293800,0.002
1589297400,0.002
1589301000,0.002
1589304600,0.001
1589308200,0.001
1589311800,0.001
1589315400,0.001
1589319000,0.001
1589322600,0.001
1589326200,0.001
1589329800,0.002
1589333400,0.002
1589337000,0.006
1589340600,0.006
1589344200,0.005
1589347800,0.007
1589351400,0.012
1589355000,0.009
1589358600,0.018
1589362200,0.014
1589365800,0.016
1589369400,0.009
1589373000,0.009
1589376600,0.006
1589383800,0.002
1589387400,0.001
1589391000,0.001
1589394600,0.001
1589398200,0.001
1589401800,0.001
1589405400,0.001
1589409000,0.001
1589412600,0.001
1589416200,0.003
1589419800,0.006
1589423400,0.008
1589427000,0.005
1589430600,0.003
1589434200,0.004
1589437800,0.004
1589441400,0.004
1589445000,0.005
1589448600,0.006
1589452200,0.007
1589455800,0.014
1589459400,0.021
1589463000,0.022
1589466600,0.022
1589470200,0.014
1589473800,0.011
1589477400,0.008
1589481000,0.009
1589484600,0.004
1589488200,0.004
1589491800,0.005
1589495400,0.005
1589499000,0.004
1589502600,0.005
1589506200,0.006
1589509800,0.006
1589513400,0.004
1589517000,0.003
1589520600,0.003
1589524200,0.004
1589527800,0.004
1589531400,0.005
1589535000,0.008
1589538600,0.013
1589542200,0.011
1589545800,0.01
1589549400,0.006
1589553000,0.005
1589556600,0.004
1589560200,0.003
1589563800,0.002
1589567400,0.002
1589571000,0.002
1589574600,0.002
1589578200,0.002
1589581800,0.002
1589585400,0.002
1589589000,0.002
1589592600,0.003
1589596200,0.003
1589599800,0.001
1589603400,0.001
1589607000,0.001
1589610600,0.002
1589614200,0.001
1589617800,0.003
1589621400,0.007
1589625000,0.004
1589628600,0.007
1589632200,0.006
1589635800,0.003
1589639400,0.002
1589643000,0.003
1589646600,0.002
1589650200,0.002
1589653800,0.002
1589657400,0.002
1589661000,0.001
1589664600,0.001
1589668200,0.002
1589671800,0.001
1589675400,0.001
1589679000,0.002
1589682600,0.008
1589686200,0.006
1589689800,0.003
1589693400,0.005
1589697000,0.004
1589700600,0.003
1589704200,0.002
1589707800,0.001
1589711400,0.002
1589715000,0.002
1589718600,0.003
1589722200,0.003
1589725800,0.004
1589729400,0.004
1589733000,0.003
1589736600,0.003
1589740200,0.002
1589743800,0.002
1589747400,0.002
1589751000,0.002
1589754600,0.002
1589758200,0.002
1589761800,0.002
1589765400,0.002
1589769000,0.002
1589772600,0.001
1589776200,0.001
1589779800,0.001
1589783400,0.001
1589787000,0.001
1589790600,0.001
1589794200,0.001
1589797800,0.002
1589801400,0.003
1589805000,0.004
1589808600,0.004
1589812200,0.003
1589815800,0.003
1589819400,0.003
1589823000,0.003
1589826600,0.003
1589830200,0.002
1589833800,0.002
1589837400,0.001
1589841000,0.001
1589844600,0.001
1589848200,0.001
1589851800,0.002
1589855400,0.002
1589859000,0.002
1589862600,0.003
1589866200,0.002
1589869800,0.002
1589873400,0.002
1589877000,0.002
1589880600,0.001
1589884200,0.002
1589887800,0.003
1589891400,0.003
1589895000,0.003
1589898600,0.003
1589902200,0.002
1589905800,0.002
1589909400,0.002
1589913000,0.002
1589916600,0.002
1589920200,0.002
1589923800,0.002
1589927400,0.002
1589931000,0.002
1589934600,0.002
1589938200,0.001
1589941800,0.001
1589945400,0.001
1589949000,0.001
1589952600,0.001
1589956200,0.001
1589959800,0.001
1589963400,0.001
1589967000,0.002
1589970600,0.002
1589974200,0.002
1589977800,0.002
1589981400,0.003
1589995800,0.003
1589999400,0.003
1590003000,0.003
1590006600,0.002
1590010200,0.002
1590013800,0.002
1590017400,0.002
1590021000,0.001
1590024600,0.001
1590028200,0.001
1590031800,0.001
1590035400,0.001
1590039000,0.001
1590042600,0.001
1590046200,0.001
1590049800,0.001
1590053400,0.002
1590057000,0.003
1590060600,0.005
1590064200,0.005
1590067800,0.004
1590071400,0.002
1590075000,0.002
1590078600,0.002
1590082200,0.002
1590085800,0.001
1590089400,0.001
1590093000,0.001
1590096600,0.002
1590100200,0.002
1590103800,0.001
1590107400,0.001
1590111000,0.001
1590114600,0.002
1590118200,0.001
1590121800,0.002
1590125400,0.001
1590129000,0.003
1590132600,0.002
1590136200,0.002
1590139800,0.002
1590143400,0.001
1590147000,0.004
1590150600,0.003
1590154200,0.003
1590157800,0.004
1590161400,0.006
1590165000,0.003
1590168600,0.003
1590172200,0.004
1590175800,0.003
1590179400,0.003
1590183000,0.003
1590186600,0.002
1590190200,0.002
1590193800,0.003
1590197400,0.004
1590201000,0.005
1590204600,0.006
1590208200,0.005
1590211800,0.004
1590215400,0.003
1590219000,0.005
1590222600,0.003
1590226200,0.003
1590229800,0.002
1590233400,0.001
1590237000,0.002
1590240600,0.003
1590244200,0.004
1590247800,0.002
1590251400,0.002
1590255000,0.002
1590258600,0.002
1590262200,0.002
1590265800,0.002
1590269400,0.002
1590273000,0.001
1590276600,0.002
1590280200,0.004
1590283800,0.006
1590287400,0.009
1590291000,0.006
1590294600,0.004
1590298200,0.004
1590301800,0.003
1590305400,0.003
1590309000,0.003
1590312600,0.002
1590316200,0.002
1590319800,0.003
1590323400,0.003
1590327000,0.003
1590330600,0.003
1590334200,0.002
1590337800,0.002
1590341400,0.002
1590345000,0.002
1590348600,0.002
1590352200,0.002
1590355800,0.002
1590359400,0.002
1590363000,0.001
1590366600,0.001
1590370200,0.001
1590373800,0.001
1590377400,0.003
1590381000,0.001
1590384600,0.001
1590388200,0.001
1590391800,0.001
1590395400,0.002
1590399000,0.001
1590402600,0.004
1590406200,0.003
1590409800,0.002
1590413400,0.004
1590417000,0.003
1590420600,0.003
1590424200,0.003
1590427800,0.002
1590431400,0.002
1590435000,0.002
1590438600,0.002
1590442200,0.001
1590445800,0.001
1590449400,0.002
1590453000,0.002
1590456600,0.002
1590460200,0.001
1590463800,0.001
1590467400,0.002
1590471000,0.002
1590474600,0.001
1590478200,0.001
1590481800,0.001
1590485400,0.001
1590489000,0.002
1590492600,0.006
1590496200,0.006
1590499800,0.004
1590503400,0.004
1590507000,0.003
1590510600,0.002
1590514200,0.002
1590517800,0.003
1590521400,0.003
1590525000,0.002
1590528600,0.001
1590532200,0.001
1590535800,0.003
1590539400,0.001
1590543000,0.001
1590546600,0.001
1590550200,0.003
1590553800,0.002
1590557400,0.001
1590561000,0.001
1590564600,0.001
1590568200,0.002
1590571800,0.002
1590575400,0.002
1590579000,0.007
1590582600,0.007
1590586200,0.005
1590589800,0.003
1590593400,0.003
1590597000,0.002
1590600600,0.002
1590604200,0.002
1590607800,0.002
1590611400,0.002
1590615000,0.002
1590618600,0.001
1590622200,0.002
1590625800,0.001
1590629400,0.001
1590633000,0.001
1590636600,0.001
1590640200,0.001
1590643800,0.001
1590647400,0.001
1590651000,0.001
1590654600,0.001
1590658200,0.001
1590661800,0.001
1590665400,0.003
1590669000,0.003
1590672600,0.003
1590676200,0.003
1590679800,0.003
1590683400,0.005
1590687000,0.003
1590690600,0.002
1590694200,0.002
1590697800,0.002
1590701400,0.002
1590705000,0.002
1590708600,0.002
1590712200,0.003
1590715800,0.006
1590719400,0.005
1590723000,0.007
1590726600,0.004
1590730200,0.003
1590733800,0.003
1590737400,0.005
1590741000,0.004
1590744600,0.004
1590748200,0.003
1590751800,0.005
1590755400,0.005
1590759000,0.004
1590762600,0.003
1590766200,0.003
1590769800,0.002
1590773400,0.002
1590777000,0.002
1590780600,0.002
1590784200,0.002
1590787800,0.001
1590791400,0.001
1590795000,0.002
1590798600,0.002
1590802200,0.002
1590805800,0.003
1590809400,0.001
1590813000,0.001
1590816600,0.001
1590820200,0.001
1590823800,0.001
1590827400,0.002
1590831000,0.001
1590834600,0.001
1590838200,0.001
1590841800,0.003
1590845400,0.004
1590849000,0.004
1590852600,0.002
1590856200,0.003
1590859800,0.002
1590863400,0.002
1590867000,0.002
1590870600,0.001
1590874200,0.001
1590877800,0.001
1590881400,0.001
1590885000,0.001
1590888600,0.002
1590892200,0.004
1590895800,0.004
1590899400,0.003
1590903000,0.004
1590906600,0.003
1590910200,0.003
1590913800,0.003
1590917400,0.003
1590921000,0.002
1590924600,0.001
1590928200,0.001
1590931800,0.001
1590935400,0.001
1590939000,0.001
1590942600,0.001
1590946200,0.001
1590949800,0.001
1590953400,0.001
1590957000,0.001
1590960600,0.0
1590964200,0.001
1590967800,0.001
1590971400,0.001
1590975000,0.002
1590978600,0.002
1590982200,0.002
1590985800,0.001
1590989400,0.003
1590993000,0.003
1590996600,0.004
1591000200,0.005
1591003800,0.005
1591007400,0.006
1591011000,0.008
1591014600,0.008
1591018200,0.007
1591021800,0.004
1591025400,0.002
1591029000,0.001
1591032600,0.001
1591036200,0.001
1591039800,0.001
1591043400,0.001
1591047000,0.001
1591050600,0.001
1591054200,0.001
1591057800,0.003
1591061400,0.007
1591065000,0.012
1591068600,0.011
1591072200,0.01
1591075800,0.013
1591079400,0.013
1591083000,0.012
1591086600,0.008
1591090200,0.012
1591093800,0.008
1591097400,0.008
1591101000,0.007
1591104600,0.007
1591108200,0.006
1591111800,0.004
1591115400,0.004
1591119000,0.003
1591122600,0.003
1591126200,0.003
1591129800,0.002
1591133400,0.002
1591137000,0.002
1591140600,0.002
1591144200,0.003
1591147800,0.006
1591151400,0.005
1591155000,0.004
1591158600,0.003
1591162200,0.003
1591165800,0.003
1591169400,0.003
1591173000,0.003
1591176600,0.002
1591180200,0.003
1591183800,0.005
1591187400,0.005
1591191000,0.004
1591194600,0.004
1591198200,0.003
1591201800,0.003
1591205400,0.003
1591209000,0.003
1591212600,0.002
1591216200,0.002
1591219800,0.002
1591223400,0.002
1591227000,0.002
1591230600,0.002
1591234200,0.002
1591237800,0.002
1591241400,0.003
1591245000,0.005
1591248600,0.006
1591252200,0.01
1591255800,0.01
1591259400,0.009
1591263000,0.01
1591266600,0.012
1591270200,0.012
1591273800,0.011
1591277400,0.009
1591281000,0.007
1591284600,0.005
1591288200,0.005
1591291800,0.004
1591295400,0.004
1591299000,0.003
1591302600,0.003
1591306200,0.003
1591309800,0.002
1591313400,0.004
1591317000,0.004
1591320600,0.005
1591324200,0.006
1591327800,0.006
1591331400,0.003
1591335000,0.005
1591338600,0.005
1591342200,0.005
1591345800,0.006
1591349400,0.006
1591353000,0.005
1591356600,0.005
1591360200,0.005
1591363800,0.004
1591378200,0.004
1591381800,0.004
1591385400,0.004
1591389000,0.003
1591392600,0.003
1591396200,0.003
1591399800,0.003
1591403400,0.003
1591407000,0.003
1591410600,0.005
1591414200,0.009
1591417800,0.013
1591421400,0.012
1591425000,0.011
1591428600,0.012
1591432200,0.01
1591435800,0.01
1591439400,0.008
1591443000,0.007
1591446600,0.004
1591450200,0.004
1591453800,0.003
1591457400,0.002
1591461000,0.002
1591464600,0.001
1591468200,0.001
1591471800,0.001
1591475400,0.001
1591479000,0.001
1591482600,0.001
1591486200,0.001
1591489800,0.001
1591493400,0.001
1591497000,0.002
1591500600,0.001
1591504200,0.001
1591507800,0.001
1591511400,0.001
1591515000,0.001
1591518600,0.001
1591522200,0.001
1591525800,0.003
1591529400,0.002
1591533000,0.003
1591536600,0.003
1591540200,0.002
1591543800,0.001
1591547400,0.001
1591551000,0.001
1591554600,0.001
1591558200,0.001
1591561800,0.001
1591565400,0.001
1591569000,0.001
1591572600,0.001
1591576200,0.001
1591579800,0.001
1591583400,0.002
1591587000,0.002
1591590600,0.009
1591594200,0.005
1591597800,0.004
1591601400,0.004
1591605000,0.005
1591608600,0.005
1591612200,0.006
1591615800,0.005
1591619400,0.005
1591623000,0.005
1591626600,0.003
1591630200,0.002
1591633800,0.002
1591637400,0.002
1591641000,0.002
1591644600,0.002
1591648200,0.003
1591651800,0.003
1591655400,0.001
1591659000,0.001
1591662600,0.003
1591666200,0.007
1591669800,0.01
1591673400,0.012
1591677000,0.006
1591680600,0.008
1591684200,0.004
1591687800,0.005
1591691400,0.005
1591695000,0.003
1591698600,0.004
1591702200,0.006
1591705800,0.008
1591709400,0.007
1591713000,0.011
1591716600,0.007
1591720200,0.005
1591723800,0.004
1591727400,0.004
1591731000,0.004
1591734600,0.005
1591738200,0.003
1591741800,0.005
1591745400,0.006
1591749000,0.004
1591752600,0.008
1591756200,0.006
1591759800,0.01
1591763400,0.009
1591767000,0.006
1591770600,0.017
1591774200,0.013
1591777800,0.009
1591781400,0.01
1591785000,0.012
1591788600,0.006
1591792200,0.006
1591795800,0.007
1591799400,0.006
1591803000,0.005
1591806600,0.004
1591810200,0.003
1591813800,0.003
1591817400,0.003
1591821000,0.004
1591824600,0.003
1591828200,0.004
1591831800,0.004
1591835400,0.007
1591839000,0.012
1591842600,0.003
1591846200,0.002
1591849800,0.004
1591853400,0.002
1591857000,0.002
1591860600,0.003
1591864200,0.003
1591867800,0.004
1591871400,0.004
1591875000,0.005
1591878600,0.003
1591882200,0.002
1591885800,0.002
1591889400,0.003
1591893000,0.002
1591896600,0.001
1591900200,0.001
1591903800,0.001
1591907400,0.001
1591911000,0.001
1591914600,0.001
1591918200,0.001
1591921800,0.002
1591925400,0.007
1591929000,0.005
1591932600,0.006
1591936200,0.008
1591939800,0.008
1591943400,0.008
1591947000,0.007
1591950600,0.007
1591954200,0.009
1591957800,0.009
1591961400,0.01
1591965000,0.009
1591968600,0.006
1591975800,0.003
1591979400,0.002
1591983000,0.002
1591986600,0.002
1591990200,0.002
1591993800,0.001
1591997400,0.001
1592001000,0.001
1592004600,0.001
1592008200,0.001
1592011800,0.003
1592015400,0.005
1592019000,0.009
1592022600,0.004
1592026200,0.002
1592029800,0.002
1592033400,0.001
1592037000,0.001
1592040600,0.002
1592044200,0.002
1592047800,0.002
1592051400,0.002
1592055000,0.002
1592058600,0.002
1592062200,0.002
1592065800,0.001
1592069400,0.001
1592073000,0.001
1592076600,0.001
1592080200,0.001
1592083800,0.0
1592087400,0.0
1592091000,0.0
1592094600,0.001
1592098200,0.005
1592101800,0.006
1592105400,0.003
1592109000,0.001
1592112600,0.001
1592116200,0.001
1592119800,0.001
1592123400,0.0
1592127000,0.001
1592130600,0.001
1592134200,0.001
1592137800,0.003
1592141400,0.004
1592145000,0.003
1592148600,0.003
1592152200,0.003
1592155800,0.002
1592159400,0.002
1592163000,0.003
1592166600,0.002
1592170200,0.002
1592173800,0.002
1592177400,0.001
1592181000,0.002
1592184600,0.003
1592188200,0.003
1592191800,0.001
1592195400,0.002
1592199000,0.001
1592202600,0.002
1592206200,0.003
1592209800,0.002
1592213400,0.003
1592217000,0.002
1592220600,0.004
1592224200,0.005
1592227800,0.005
1592231400,0.005
1592235000,0.004
1592238600,0.003
1592242200,0.003
1592245800,0.002
1592249400,0.003
1592253000,0.003
1592256600,0.002
1592260200,0.002
1592263800,0.002
1592267400,0.002
1592271000,0.003
1592274600,0.005
1592278200,0.004
1592281800,0.005
1592285400,0.01
1592289000,0.006
1592292600,0.004
1592296200,0.003
1592299800,0.004
1592303400,0.003
1592307000,0.004
1592310600,0.008
1592314200,0.007
1592317800,0.005
1592321400,0.004
1592325000,0.003
1592328600,0.002
1592332200,0.001
1592335800,0.001
1592339400,0.001
1592343000,0.001
1592346600,0.002
1592350200,0.001
1592353800,0.003
1592357400,0.003
1592361000,0.006
1592364600,0.007
1592368200,0.006
1592371800,0.006
1592375400,0.005
1592379000,0.006
1592382600,0.004
1592386200,0.004
1592389800,0.003
1592393400,0.004
1592397000,0.004
1592400600,0.004
1592404200,0.005
1592407800,0.004
1592411400,0.004
1592415000,0.003
1592418600,0.003
1592422200,0.002
1592425800,0.002
1592429400,0.002
1592433000,0.001
1592436600,0.002
1592440200,0.003
1592443800,0.003
1592447400,0.002
1592451000,0.002
1592454600,0.002
1592458200,0.002
1592461800,0.002
1592465400,0.002
1592469000,0.002
1592472600,0.002
1592476200,0.002
1592479800,0.003
1592483400,0.005
1592487000,0.004
1592490600,0.004
1592494200,0.003
1592497800,0.003
1592501400,0.003
1592505000,0.002
1592508600,0.002
1592512200,0.001
1592515800,0.002
1592519400,0.001
1592523000,0.002
1592526600,0.002
1592530200,0.004
1592533800,0.002
1592537400,0.003
1592541000,0.005
1592544600,0.005
1592548200,0.006
1592551800,0.006
1592555400,0.006
1592559000,0.004
1592562600,0.007
1592566200,0.007
1592569800,0.008
1592573400,0.007
1592584200,0.003
1592587800,0.002
1592591400,0.002
1592595000,0.002
1592598600,0.002
1592602200,0.003
1592605800,0.005
1592609400,0.001
1592613000,0.002
1592616600,0.004
1592620200,0.004
1592623800,0.004
1592627400,0.005
1592631000,0.004
1592634600,0.004
1592638200,0.003
1592641800,0.005
1592645400,0.004
1592649000,0.002
1592652600,0.003
1592656200,0.004
1592659800,0.004
1592663400,0.005
1592667000,0.005
1592670600,0.003
1592674200,0.003
1592677800,0.002
1592681400,0.002
1592685000,0.001
1592688600,0.002
1592692200,0.002
1592695800,0.001
1592699400,0.001
1592703000,0.003
1592706600,0.003
1592710200,0.007
1592713800,0.008
1592717400,0.005
1592721000,0.003
1592724600,0.003
1592728200,0.003
1592731800,0.006
1592735400,0.005
1592739000,0.004
1592742600,0.008
1592746200,0.008
1592749800,0.006
1592753400,0.006
1592757000,0.004
1592760600,0.003
1592764200,0.003
1592767800,0.003
1592771400,0.002
1592775000,0.002
1592778600,0.003
1592782200,0.002
1592785800,0.003
1592789400,0.004
1592793000,0.004
1592796600,0.005
1592800200,0.014
1592803800,0.005
1592807400,0.004
1592811000,0.004
1592814600,0.006
1592818200,0.004
1592821800,0.006
1592825400,0.008
1592829000,0.012
1592832600,0.012
1592836200,0.008
1592839800,0.005
1592843400,0.007
1592847000,0.007
1592850600,0.004
1592854200,0.003
1592857800,0.002
1592861400,0.006
1592865000,0.003
1592868600,0.004
1592872200,0.004
1592875800,0.005
1592879400,0.006
1592883000,0.005
1592886600,0.005
1592890200,0.006
1592893800,0.008
1592897400,0.007
1592901000,0.006
1592904600,0.004
1592908200,0.006
1592911800,0.007
1592915400,0.009
1592919000,0.007
1592922600,0.005
1592926200,0.005
1592929800,0.004
1592933400,0.003
1592937000,0.003
1592940600,0.003
1592944200,0.003
1592947800,0.003
1592951400,0.002
1592955000,0.003
1592958600,0.003
1592962200,0.003
1592965800,0.002
1592969400,0.002
1592973000,0.002
1592976600,0.004
1592980200,0.004
1592983800,0.002
1592987400,0.002
1592991000,0.002
1592994600,0.005
1592998200,0.008
1593001800,0.007
1593005400,0.004
1593009000,0.003
1593012600,0.002
1593016200,0.003
1593019800,0.002
1593023400,0.002
1593027000,0.002
1593030600,0.002
1593034200,0.002
1593037800,0.002
1593041400,0.002
1593045000,0.002
1593048600,0.006
1593052200,0.004
1593055800,0.005
1593059400,0.007
1593063000,0.007
1593066600,0.005
1593070200,0.006
1593073800,0.007
1593077400,0.007
1593081000,0.008
1593084600,0.01
1593088200,0.012
1593091800,0.009
1593095400,0.001
1593448200,0.002
1593451800,0.0
1593455400,0.0
1593459000,0.0
1593462600,0.0
1593466200,0.0
1593469800,0.0
1593473400,0.0
1593477000,0.001
1593480600,0.002
1593484200,0.002
1593487800,0.003
1593491400,0.005
1593495000,0.005
1593498600,0.003
1593502200,0.003
1593505800,0.004
1593509400,0.006
1593513000,0.004
1593516600,0.007
1593520200,0.004
1593523800,0.003
1593527400,0.0
1593531000,0.0
1593534600,0.0
1593538200,0.0
1593541800,0.0
1593545400,0.0
1593549000,0.0
1593552600,0.0
1593556200,0.0
1593559800,0.0
1593563400,0.001
1593567000,0.002
1593570600,0.002
1593574200,0.001
1593577800,0.001
1593581400,0.002
1593585000,0.001
1593588600,0.001
1593592200,0.001
1593595800,0.002
1593599400,0.003
1593603000,0.002
1593606600,0.001
1593610200,0.0
1593613800,0.0
1593617400,0.0
1593621000,0.0
1593624600,0.0
1593628200,0.0
1593631800,0.0
1593635400,0.0
1593639000,0.0
1593642600,0.0
1593646200,0.0
1593649800,0.001
1593653400,0.002
1593657000,0.006
1593660600,0.012
1593664200,0.007
1593667800,0.009
1593671400,0.006
1593675000,0.005
1593678600,0.004
1593682200,0.005
