,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-3-1-morning,2019-3-1-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          31.747603      1       NaN
3.0          32.279270      2  6.414354","                  Mean  Count       STD
smell value                            
1.0          31.747603      1       NaN
3.0          32.279270      2  6.414354",0.06752260014505539,0.06752260014505539
2019-3-1-afternoon,2019-3-1-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          13.409901      3  9.276108
2.0          20.608075      1       NaN
3.0          18.397541      3  5.283535
4.0          11.503504      3  6.917315
5.0          27.643240      1       NaN","                  Mean  Count       STD
smell value                            
1.0          13.409901      3  9.276108
2.0          20.608075      1       NaN
3.0          18.397541      3  5.283535
4.0          11.503504      3  6.917315
5.0          27.643240      1       NaN",0.1983035508745202,0.1983035508745202
2019-3-2-morning,2019-3-2-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0           6.208934      1       NaN
4.0           7.271011      3  4.371346
5.0          21.443385      1       NaN","                  Mean  Count       STD
smell value                            
3.0           6.208934      1       NaN
4.0           7.271011      3  4.371346
15.0         21.443385      1       NaN",0.7508655609184751,0.9022996315577063
2019-3-2-afternoon,2019-3-2-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          10.627253      1        NaN
3.0           8.888640      3   9.483233
4.0          16.923511      2  10.621459
5.0           7.818764      1        NaN","                  Mean  Count        STD
smell value                             
1.0          10.627253      1        NaN
3.0           8.888640      3   9.483233
4.0          16.923511      2  10.621459
5.0           7.818764      1        NaN",0.09399978447194886,0.09399978447194886
2019-3-3-morning,2019-3-3-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
3.0          19.174210      2  11.075439
4.0           7.722245      1        NaN","                  Mean  Count        STD
smell value                             
3.0          19.174210      2  11.075439
4.0           7.722245      1        NaN",-0.6450961206172495,-0.6450961206172495
2019-3-3-afternoon,2019-3-3-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          22.603056      1  NaN","                  Mean  Count  STD
smell value                       
1.0          22.603056      1  NaN",,
2019-3-4-morning,2019-3-4-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          22.337029      1  NaN","                  Mean  Count  STD
smell value                       
1.0          22.337029      1  NaN",,
2019-3-4-afternoon,2019-3-4-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          17.884515      2  2.747084","                  Mean  Count       STD
smell value                            
1.0          17.884515      2  2.747084",,
2019-3-5-morning,2019-3-5-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          11.902609      1  NaN
5.0          12.964180      1  NaN","                  Mean  Count  STD
smell value                       
1.0          11.902609      1  NaN
5.0          12.964180      1  NaN",1.0,1.0
2019-3-5-afternoon,2019-3-5-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           5.981465      4   2.962799
2.0          17.390573      3  10.852193
5.0           6.663833      1        NaN","                  Mean  Count        STD
smell value                             
1.0           5.981465      4   2.962799
2.0          17.390573      3  10.852193
5.0           6.663833      1        NaN",0.07986089651050754,0.07986089651050754
2019-3-6-afternoon,2019-3-6-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
3.0          32.171713      1        NaN
4.0          20.351826      2  18.042227
5.0          24.709707      2   1.793924","                  Mean  Count        STD
smell value                             
3.0          32.171713      1        NaN
4.0          20.351826      2  18.042227
5.0          24.709707      2   1.793924",-0.20976334064587812,-0.20976334064587812
2019-3-7-morning,2019-3-7-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          25.592085      1  NaN
3.0          20.999225      1  NaN","                  Mean  Count  STD
smell value                       
1.0          25.592085      1  NaN
3.0          20.999225      1  NaN",-1.0,-1.0
2019-3-7-afternoon,2019-3-7-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           9.603049      4  2.965653
2.0          12.561350      1       NaN
3.0          14.393942      1       NaN
4.0          11.404132      2  8.122106
5.0           0.162667      1       NaN","                  Mean  Count       STD
smell value                            
1.0           9.603049      4  2.965653
2.0          12.561350      1       NaN
3.0          14.393942      1       NaN
4.0          11.404132      2  8.122106
5.0           0.162667      1       NaN",-0.25793356880970897,-0.25793356880970897
2019-3-8-morning,2019-3-8-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0           0.365682      1       NaN
4.0           4.574043      6  4.181765
5.0          10.387078      7  8.881085","                  Mean  Count       STD
smell value                            
3.0           0.365682      1       NaN
4.0           4.574043      6  4.181765
5.0          10.387078      7  8.881085",0.4681329988338113,0.4681329988338113
2019-3-8-afternoon,2019-3-8-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.000000     25.265221      4  6.873573
2.000000     21.630908      1       NaN
3.000000      8.280025      8  4.027303
3.500000      6.440050      1       NaN
3.666667     10.532889      1       NaN
4.000000     11.053625     12  3.640108
4.500000      8.245532      2  0.072852
5.000000     16.507280      7  8.360951","                  Mean  Count       STD
smell value                            
1.0          22.963697      3  6.251953
2.0          26.900351      2  7.452118
3.0           8.280025      8  4.027303
4.0          10.683855     10  3.738712
5.0          16.507280      7  8.360951
7.0           6.440050      1       NaN
8.0          12.902475      2  3.427641
9.0           8.245532      2  0.072852
11.0         10.532889      1       NaN",-0.3307936540694061,-0.28576230269968966
2019-3-9-morning,2019-3-9-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
3.0           5.886502      1        NaN
4.0          11.633023      2  12.086232
5.0           9.102872      8   6.459518","                  Mean  Count        STD
smell value                             
3.0           5.886502      1        NaN
4.0          11.633023      2  12.086232
5.0           9.102872      8   6.459518",0.04462960052489966,0.04462960052489966
2019-3-9-afternoon,2019-3-9-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           3.948686      2   5.075168
3.0           4.528544      5   3.927430
4.0           8.165173      3   6.031257
5.0          13.633210      7  11.606808","                  Mean  Count        STD
smell value                             
1.0           3.948686      2   5.075168
3.0           4.528544      5   3.927430
4.0           8.165173      3   6.031257
5.0          13.633210      7  11.606808",0.43961207065014357,0.43961207065014357
2019-3-10-morning,2019-3-10-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0           9.269950      3  6.466737
4.0          14.093317      2  1.223735","                  Mean  Count       STD
smell value                            
3.0           9.269950      3  6.466737
4.0          14.093317      2  1.223735",0.4969359397161824,0.4969359397161824
2019-3-10-afternoon,2019-3-10-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          11.577989      3  9.965203
5.0          13.468738      2  0.495038","                  Mean  Count       STD
smell value                            
2.0          11.577989      3  9.965203
5.0          13.468738      2  0.495038",0.1453185048133602,0.1453185048133602
2019-3-11-morning,2019-3-11-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
4.0          13.007029      2  6.941835
5.0          18.727599      1       NaN","                  Mean  Count       STD
smell value                            
4.0          13.007029      2  6.941835
5.0          18.727599      1       NaN",0.5582477851068147,0.5582477851068147
2019-3-11-afternoon,2019-3-11-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          19.016544      2  7.441290
3.0          14.281463      3  5.684078
4.0          12.968126      1       NaN
5.0          22.562023      1       NaN","                  Mean  Count       STD
smell value                            
1.0          19.016544      2  7.441290
3.0          14.281463      3  5.684078
4.0          12.968126      1       NaN
5.0          22.562023      1       NaN",-0.026744091932426616,-0.026744091932426616
2019-3-12-morning,2019-3-12-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          22.899932      2  5.586637
2.0           2.101113      1       NaN
3.0           3.678126      1       NaN
5.0          24.388250      2  5.897399","                  Mean  Count       STD
smell value                            
1.0          22.899932      2  5.586637
2.0           2.101113      1       NaN
3.0           3.678126      1       NaN
5.0          24.388250      2  5.897399",0.19767492205317766,0.19767492205317766
2019-3-12-afternoon,2019-3-12-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          26.900632      3  7.433175
3.0           3.998275      1       NaN
5.0          27.013324      1       NaN","                  Mean  Count       STD
smell value                            
1.0          26.900632      3  7.433175
3.0           3.998275      1       NaN
5.0          27.013324      1       NaN",-0.2183773355791391,-0.2183773355791391
2019-3-13-morning,2019-3-13-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.000000     20.533630      3  4.777449
3.000000     14.201650      7  9.993520
3.500000      4.309307      2  3.791667
3.666667      9.659240      1       NaN
4.000000      8.933103     15  9.430764
4.250000      5.563587      1       NaN
4.500000      6.412441      3  1.718582
5.000000      9.158599     23  7.052968","                  Mean  Count       STD
smell value                            
1.0          20.533630      3  4.777449
3.0          14.201650      7  9.993520
4.0           9.248040     14  9.704564
5.0           9.620340     21  7.130338
7.0           4.309307      2  3.791667
8.0           4.523988      1       NaN
9.0           6.412441      3  1.718582
10.0          4.310322      2  5.104162
11.0          9.659240      1       NaN
17.0          5.563587      1       NaN",-0.3161206149094721,-0.31299497186946657
2019-3-13-afternoon,2019-3-13-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           3.433090      2  1.184461
2.0          21.609935      1       NaN
2.5          22.262772      1       NaN
3.0          20.270410     10  7.940843
3.5          17.360654      3  2.113517
4.0          17.790107     19  9.723308
4.5          14.321513      1       NaN
5.0          15.830106     13  8.776049","                  Mean  Count        STD
smell value                             
1.0           2.595550      1        NaN
2.0          21.609935      1        NaN
3.0          20.270410     10   7.940843
4.0          17.151593     18  10.492719
5.0          16.289582     14   8.605240
7.0          17.360654      3   2.113517
8.0          15.453669      1        NaN
9.0          14.321513      1        NaN
12.0         18.100331      1        NaN",0.03929060708781127,-0.02999153148224162
