,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2021-5-1-morning,2021-5-1-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          32.428420      1       NaN
3.0          13.739406      1       NaN
4.0          18.584236      2  0.867412","                  Mean  Count       STD
smell value                            
2.0          32.428420      1       NaN
3.0          13.739406      1       NaN
4.0          18.584236      2  0.867412",-0.6938576623767821,-0.6938576623767821
2021-5-1-afternoon,2021-5-1-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          5.540698      3  4.806114
4.0          7.519636      3  4.332199
5.0          3.147960      1       NaN","                 Mean  Count       STD
smell value                           
3.0          5.540698      3  4.806114
4.0          7.519636      3  4.332199
5.0          3.147960      1       NaN",-0.07475620404207442,-0.07475620404207442
2021-5-2-morning,2021-5-2-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          1.686169      1  NaN","                 Mean  Count  STD
smell value                      
1.0          1.686169      1  NaN",,
2021-5-2-afternoon,2021-5-2-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          11.673465      3   5.973763
3.0          14.925987      1        NaN
4.0           6.040571      2   3.637049
5.0          23.668069      3  15.078706","                  Mean  Count        STD
smell value                             
1.0          11.673465      3   5.973763
3.0          14.925987      1        NaN
4.0           6.040571      2   3.637049
5.0          23.668069      3  15.078706",0.34821545108791846,0.34821545108791846
2021-5-3-morning,2021-5-3-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0           0.135079      1  NaN
3.0          27.463285      1  NaN
5.0          21.227687      1  NaN","                  Mean  Count  STD
smell value                       
2.0           0.135079      1  NaN
3.0          27.463285      1  NaN
5.0          21.227687      1  NaN",0.5952784437953194,0.5952784437953194
2021-5-3-afternoon,2021-5-3-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          10.746540      5  4.692789
4.0          11.221342      5  5.993089
5.0          11.663220      3  6.720833","                  Mean  Count       STD
smell value                            
3.0          10.627743      4  5.410077
4.0          11.221342      5  5.993089
5.0           7.861144      2  1.898547
6.0          11.221729      1       NaN
10.0         19.267374      1       NaN",0.07090632408394887,0.3754423723379092
2021-5-4-morning,2021-5-4-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
5.0          18.440206      1  NaN","                  Mean  Count  STD
smell value                       
5.0          18.440206      1  NaN",,
2021-5-4-afternoon,2021-5-4-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          2.750523      1  NaN
5.0          5.383845      1  NaN","                 Mean  Count  STD
smell value                      
2.0          2.750523      1  NaN
5.0          5.383845      1  NaN",1.0,1.0
2021-5-5-morning,2021-5-5-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0           8.485791      1  NaN
5.0          49.614083      1  NaN","                  Mean  Count  STD
smell value                       
2.0           8.485791      1  NaN
5.0          49.614083      1  NaN",1.0000000000000002,1.0000000000000002
2021-5-6-morning,2021-5-6-morning,100.0,100.0,"                  Mean  Count      STD
smell value                           
4.0           8.399659      1      NaN
5.0          24.217138      2  0.25006","                  Mean  Count      STD
smell value                           
4.0           8.399659      1      NaN
5.0          24.217138      2  0.25006",0.999812607014439,0.999812607014439
2021-5-6-afternoon,2021-5-6-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0           0.029798      1  NaN
3.0          28.254163      1  NaN
4.0          14.445153      1  NaN
5.0           0.178933      1  NaN","                  Mean  Count  STD
smell value                       
2.0           0.029798      1  NaN
3.0          28.254163      1  NaN
4.0          14.445153      1  NaN
5.0           0.178933      1  NaN",-0.12777972901764376,-0.12777972901764376
