,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-2-1-afternoon,2019-2-1-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          16.796389      2  3.655283
4.0          12.991374      1       NaN","                  Mean  Count       STD
smell value                            
1.0          16.796389      2  3.655283
4.0          12.991374      1       NaN",-0.6476231475281499,-0.6476231475281499
2019-2-2-morning,2019-2-2-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000      4.348439      1        NaN
3.000000      8.651189      5   2.929385
3.500000     15.773001      2  14.754951
4.000000      8.871460     11   3.300823
4.333333      5.559646      1        NaN
4.500000      7.555585      3   2.467559
5.000000     13.286937     19  11.188652","                  Mean  Count        STD
smell value                             
1.0           4.348439      1        NaN
3.0           8.651189      5   2.929385
4.0           9.072063     10   3.407960
5.0          11.818547     17   8.715587
7.0          15.773001      2  14.754951
8.0           6.865437      1        NaN
9.0           7.555585      3   2.467559
10.0         44.338956      1        NaN
13.0          5.559646      1        NaN
20.0          7.197550      1        NaN",0.2135392361298825,0.09359882944732154
2019-2-2-afternoon,2019-2-2-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           7.925856      3  6.229561
2.0          20.448600      2  2.502908
3.0           9.140529      3  5.043479
4.0          12.622218      6  7.794952
5.0          10.901382     11  8.107262","                  Mean  Count       STD
smell value                            
1.0           7.925856      3  6.229561
2.0          20.448600      2  2.502908
3.0           9.140529      3  5.043479
4.0          13.651197      5  8.246856
5.0          10.851670     10  8.544037
8.0           7.477326      1       NaN
10.0         11.398497      1       NaN",-0.012242423135225965,-0.05454068023034603
2019-2-3-morning,2019-2-3-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.000000     15.593248      5  6.550478
3.666667     18.756611      1       NaN
4.000000     19.032154     12  3.265710
4.500000     19.220826      5  2.682127
4.666667     18.893066      3  4.011758
5.000000     20.326674     23  4.816007","                  Mean  Count       STD
smell value                            
3.0          15.593248      5  6.550478
4.0          18.915864     11  3.398947
5.0          19.755276     17  4.910119
9.0          19.220826      5  2.682127
10.0         20.865725      2  1.033329
11.0         18.756611      1       NaN
12.0         20.311352      1       NaN
14.0         18.893066      3  4.011758
15.0         22.879268      3  6.957554
20.0         21.304549      1       NaN",0.295073372747387,0.20871204634836066
2019-2-3-afternoon,2019-2-3-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000     17.487107      3  17.649302
2.000000     18.803029      3  10.664069
2.500000     21.091438      1        NaN
2.666667     14.327524      1        NaN
3.000000     19.644389     11   8.276429
4.000000     25.620715     11   8.451377
4.500000     17.715953      3   8.928792
4.666667     30.669676      2   1.505608
5.000000     20.071803     16  11.475194","                  Mean  Count        STD
smell value                             
1.0          17.487107      3  17.649302
2.0          12.769156      2   2.999826
3.0          18.476386     10   7.709500
4.0          27.045382     11   7.815953
5.0          20.388613     15  11.850762
6.0          31.324412      1        NaN
8.0          14.763476      2   0.616531
9.0          17.715953      3   8.928792
10.0         18.205547      2   1.265508
14.0         30.669676      2   1.505608",0.1069107605433266,0.11077350324968326
2019-2-4-morning,2019-2-4-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.000000     7.119778      1       NaN
3.000000     8.254323     13  7.179313
3.500000     4.718771      3  0.994646
3.666667     4.120684      1       NaN
4.000000     6.413042     19  6.533348
4.333333     6.089719      2  1.073895
4.500000     6.566075      6  6.375727
4.571429     7.037523      1       NaN
4.666667     5.417582      2  0.036798
4.750000     6.367908      2  0.777605
5.000000     6.619591     27  5.116976","                  Mean  Count       STD
smell value                            
1.0           7.119778      1       NaN
3.0           8.254323     13  7.179313
4.0           7.145263     14  7.311383
5.0           7.299268     18  6.181872
7.0           4.718771      3  0.994646
8.0           2.944584      4  1.243670
9.0           6.566075      6  6.375727
10.0          5.029699      7  0.862353
11.0          4.120684      1       NaN
12.0         10.035779      1       NaN
13.0          6.089719      2  1.073895
14.0          5.417582      2  0.036798
15.0          6.067127      2  0.152875
19.0          6.367908      2  0.777605
32.0          7.037523      1       NaN",-0.06568947417461952,-0.09996022078969764
2019-2-4-afternoon,2019-2-4-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           7.617956      6  4.522067
2.0           9.596674      2  6.727280
3.0          11.345457     10  6.289174
4.0          12.580164     17  6.659883
5.0          11.491953     19  5.448427","                  Mean  Count       STD
smell value                            
1.0           7.758708      5  5.041109
2.0           9.596674      2  6.727280
3.0          11.345457     10  6.289174
4.0          12.263101     16  6.928847
5.0          11.438350     16  5.182714
8.0          12.283676      2  4.455324
10.0         15.042907      2  8.195925
15.0          5.247688      1       NaN",0.1887443704071512,0.06412026272417372
2019-2-5-morning,2019-2-5-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          24.325351      4  2.839732
2.0          26.723260      4  9.861488
3.0          21.823639      8  5.421645
4.0          18.006986      3  7.057428
5.0          25.664984      1       NaN","                  Mean  Count       STD
smell value                            
1.0          24.325351      4  2.839732
2.0          26.723260      4  9.861488
3.0          21.823639      8  5.421645
4.0          18.006986      3  7.057428
5.0          25.664984      1       NaN",-0.25840297580414706,-0.25840297580414706
2019-2-5-afternoon,2019-2-5-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           5.943735      7  5.891094
2.0          10.288773      3  6.761192
3.0          10.446594      8  4.156753
4.0           3.805411      2  5.310879
4.5           9.193536      1       NaN
5.0          10.993840      3  9.564389","                  Mean  Count       STD
smell value                            
1.0           6.275150      6  6.381486
2.0           8.705390      4  6.364293
3.0          10.446594      8  4.156753
4.0           7.560770      1       NaN
5.0          10.993840      3  9.564389
8.0           0.050053      1       NaN
9.0           9.193536      1       NaN",0.20088053963961822,0.005885751613792382
2019-2-6-morning,2019-2-6-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          17.729076      2   7.242795
2.0          32.912335      1        NaN
2.5           0.011380      1        NaN
3.0          24.683318      8  10.655702
4.0          27.410936     11  21.802074
5.0          30.936221      8  27.075085","                  Mean  Count        STD
smell value                             
1.0          17.729076      2   7.242795
2.0          32.912335      1        NaN
3.0          24.683318      8  10.655702
4.0          25.231267     10  21.681275
5.0          27.500127      9  27.343890
8.0          49.207626      1        NaN",0.19195206417845742,0.19091074066450767
