,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-6-1-morning,2019-6-1-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0          12.216782      1        NaN
3.0          18.347211      1        NaN
4.0          21.433701      5  10.658466
5.0          15.446457      5  14.376656","                  Mean  Count        STD
smell value                             
2.0          12.216782      1        NaN
3.0          18.347211      1        NaN
4.0          20.975603      4  12.250368
5.0          15.446457      5  14.376656
8.0          23.266090      1        NaN",-0.011801631426444217,0.11139600864798122
2019-6-1-afternoon,2019-6-1-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           7.365118      2  7.170624
2.0           7.373936      1       NaN
3.0          13.544335      1       NaN
4.0          35.745919      1       NaN","                  Mean  Count       STD
smell value                            
1.0           7.365118      2  7.170624
2.0           7.373936      1       NaN
3.0          13.544335      1       NaN
4.0          35.745919      1       NaN",0.83881916912833,0.83881916912833
2019-6-2-morning,2019-6-2-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000     10.408875      2  12.178110
2.000000      6.609339      3   6.098036
2.500000      7.291366      1        NaN
3.000000     12.371846      3   7.565868
3.500000      9.584784      1        NaN
3.666667      4.571264      1        NaN
4.000000      7.663389      5   1.296944
5.000000      5.845741      3   1.016996","                  Mean  Count        STD
smell value                             
1.0          10.408875      2  12.178110
2.0           6.609339      3   6.098036
3.0          11.107346      2  10.241629
4.0           7.663389      5   1.296944
5.0           6.719004      3   0.495965
6.0          14.900847      1        NaN
7.0           9.584784      1        NaN
10.0          4.671575      1        NaN
11.0          4.571264      1        NaN",-0.19649089555894583,-0.17640681472995562
2019-6-2-afternoon,2019-6-2-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          13.484119      2   8.838228
2.0           3.263753      2   1.141557
5.0          24.614522      2  27.082296","                  Mean  Count        STD
smell value                             
1.0          13.484119      2   8.838228
2.0           3.263753      2   1.141557
5.0          24.614522      2  27.082296",0.4421066065954522,0.4421066065954522
2019-6-3-morning,2019-6-3-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          27.974373      3  3.495565
3.0          35.105684      1       NaN","                  Mean  Count       STD
smell value                            
1.0          27.974373      3  3.495565
3.0          35.105684      1       NaN",0.7806986616385074,0.7806986616385074
2019-6-3-afternoon,2019-6-3-afternoon,100.0,100.0,"                     Mean  Count       STD
smell value                               
1.0          1.843845e+00      2  0.464525
3.0          6.276546e-10      1       NaN
4.0          2.116320e+01      1       NaN
5.0          9.634721e-06      2  0.000014","                     Mean  Count       STD
smell value                               
1.0          1.843845e+00      2  0.464525
3.0          6.276546e-10      1       NaN
4.0          2.116320e+01      1       NaN
5.0          9.634721e-06      2  0.000014",0.12531761048417392,0.12531761048417392
2019-6-4-morning,2019-6-4-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000     35.839981      2  27.158422
2.000000     11.672979      1        NaN
3.000000     21.775700     17   7.298572
3.250000     24.618112      1        NaN
3.500000     19.575888      2   9.610271
3.666667     23.308565      1        NaN
4.000000     23.271988     22  14.692079
4.200000     17.166439      1        NaN
4.250000     15.463563      1        NaN
4.333333     27.141656      3   3.814658
4.500000     13.970958      2  14.028143
5.000000     23.569835     12  14.580258","                  Mean  Count        STD
smell value                             
1.0          35.839981      2  27.158422
2.0          11.672979      1        NaN
3.0          21.775700     17   7.298572
4.0          23.237875     21  15.054008
5.0          23.796251     11  15.269762
7.0          19.575888      2   9.610271
9.0          13.970958      2  14.028143
10.0         21.079261      1        NaN
11.0         23.308565      1        NaN
12.0         23.988360      1        NaN
13.0         26.510770      4   3.360527
17.0         15.463563      1        NaN
21.0         17.166439      1        NaN",-0.05160705864528552,-0.061628124608565954
2019-6-4-afternoon,2019-6-4-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          30.715824      1        NaN
2.0           9.865871      1        NaN
3.0          12.849916      1        NaN
4.0          15.677918      3  15.620382
5.0           9.624425      2   3.285465","                  Mean  Count        STD
smell value                             
1.0          30.715824      1        NaN
2.0           9.865871      1        NaN
3.0          12.849916      1        NaN
4.0          15.677918      3  15.620382
5.0           9.624425      2   3.285465",-0.42173488806550236,-0.42173488806550236
2019-6-5-morning,2019-6-5-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           3.053348      1       NaN
2.0          16.792163      1       NaN
3.0          20.567057     11  8.420630
3.5          13.090338      1       NaN
4.0          16.800516     10  6.078411
4.5          15.743308      1       NaN
5.0          20.350520      6  6.059433","                  Mean  Count       STD
smell value                            
1.0           3.053348      1       NaN
2.0          16.792163      1       NaN
3.0          20.567057     11  8.420630
4.0          17.567196      9  5.912084
5.0          20.350520      6  6.059433
7.0          13.090338      1       NaN
8.0           9.900398      1       NaN
9.0          15.743308      1       NaN",0.17587715641673468,-0.07206438487082185
2019-6-5-afternoon,2019-6-5-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          10.573688      2   6.687439
4.0          11.658652      5  11.335532
5.0           7.450430      4   3.348249","                  Mean  Count        STD
smell value                             
1.0          10.573688      2   6.687439
4.0          11.658652      5  11.335532
5.0           7.450430      4   3.348249",-0.11776118603633468,-0.11776118603633468
2019-6-6-morning,2019-6-6-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          22.565252      2   7.521305
2.0          14.772447      3   6.186126
3.0          16.221911      3   5.305799
4.0          19.778865      2  23.663816
5.0           5.929975      1        NaN","                  Mean  Count        STD
smell value                             
1.0          22.565252      2   7.521305
2.0          14.772447      3   6.186126
3.0          16.221911      3   5.305799
4.0          19.778865      2  23.663816
5.0           5.929975      1        NaN",-0.2647855581451491,-0.2647855581451491
2019-6-6-afternoon,2019-6-6-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           7.894669      2  11.084833
4.0           0.037969      4   0.072649
5.0          14.097323      1        NaN","                  Mean  Count        STD
smell value                             
1.0           7.894669      2  11.084833
4.0           0.037969      4   0.072649
5.0          14.097323      1        NaN",-0.16883660184003346,-0.16883660184003346
2019-6-7-afternoon,2019-6-7-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
3.0          13.402703      3  10.204000
4.0          14.256762      5   3.949108
5.0          17.305435      5   7.587594","                  Mean  Count        STD
smell value                             
3.0          13.402703      3  10.204000
4.0          14.256762      5   3.949108
5.0          17.305435      5   7.587594",0.2466369129804748,0.2466369129804748
2019-6-8-morning,2019-6-8-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          15.342515      3  5.672389
3.0          14.612377      1       NaN
4.0          20.524292      1       NaN
5.0           7.485714      1       NaN","                  Mean  Count       STD
smell value                            
1.0          15.342515      3  5.672389
3.0          14.612377      1       NaN
4.0          20.524292      1       NaN
5.0           7.485714      1       NaN",-0.2524433046051674,-0.2524433046051674
2019-6-8-afternoon,2019-6-8-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          1.894117      2  2.631701
4.0          6.768509      5  6.236911
5.0          5.960839      4  5.075205","                 Mean  Count       STD
smell value                           
1.0          1.894117      2  2.631701
4.0          6.768509      5  6.236911
5.0          5.960839      4  5.075205",0.306893504677683,0.306893504677683
2019-6-9-morning,2019-6-9-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          6.491517      1       NaN
4.0          4.139170      2  2.180791
5.0          9.155613      1       NaN","                 Mean  Count       STD
smell value                           
3.0          6.491517      1       NaN
4.0          4.139170      2  2.180791
5.0          9.155613      1       NaN",0.4027337056714045,0.4027337056714045
