,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2022-11-1-morning,2022-11-1-morning,100.0,100.0,"                  Mean  Count      STD
smell value                           
3.0           2.585090      2  3.65284
3.5          15.604967      1      NaN","                  Mean  Count      STD
smell value                           
3.0           2.585090      2  3.65284
7.0          15.604967      1      NaN",0.945726462793847,0.9457264627938471
2022-11-1-afternoon,2022-11-1-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          23.795606      1       NaN
4.0          23.816380      3  3.200488","                  Mean  Count       STD
smell value                            
3.0          23.795606      1       NaN
4.0          24.539390      2  4.165308
8.0          22.370361      1       NaN",0.003974814990141451,-0.33064737827763635
2022-11-2-morning,2022-11-2-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0           5.764118      4  4.139318
3.5          15.635385      1       NaN
4.0           9.089361      3  6.184871
5.0           8.636751      7  8.792424","                  Mean  Count       STD
smell value                            
3.0           5.764118      4  4.139318
4.0           9.089361      3  6.184871
5.0           8.636751      7  8.792424
7.0          15.635385      1       NaN",0.0996547854335984,0.30985428735752624
2022-11-2-afternoon,2022-11-2-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0           9.534090      1       NaN
3.0           9.337052      3  5.821910
4.0           8.874242      4  4.390736
5.0          12.948073      5  4.417320","                  Mean  Count       STD
smell value                            
2.0           9.534090      1       NaN
3.0           9.337052      3  5.821910
4.0           8.874242      4  4.390736
5.0          12.948073      5  4.417320",0.323041535400763,0.323041535400763
2022-11-3-morning,2022-11-3-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           0.778042      3   0.756781
3.0           7.048957      5  10.736522
4.0          12.849900      2   6.261346
5.0          11.964069      7  12.109761","                  Mean  Count        STD
smell value                             
1.0           0.778042      3   0.756781
3.0           7.048957      5  10.736522
4.0          12.849900      2   6.261346
5.0           9.418513      6  11.024735
10.0         27.237406      1        NaN",0.41275585821757793,0.5518902028688584
2022-11-3-afternoon,2022-11-3-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          13.912213      2  4.303157
3.0          11.696603      7  6.138628
4.0          12.712102     14  4.945908
4.5          12.029933      2  9.147731
5.0          14.600172      8  6.906194","                  Mean  Count       STD
smell value                            
1.0          13.912213      2  4.303157
3.0          10.164033      6  5.048726
4.0          12.469211     13  5.060211
5.0          15.626943      7  6.767941
6.0          20.892023      1       NaN
8.0          15.869682      1       NaN
9.0          12.029933      2  9.147731
10.0          7.412778      1       NaN",0.0841696695996176,0.039346499355460536
2022-11-4-morning,2022-11-4-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.000000      1.706433      1       NaN
3.000000     10.995036      9  3.744718
4.000000     12.974978     12  4.075551
4.666667     14.996164      1       NaN
5.000000     12.102346     11  3.893668","                  Mean  Count       STD
smell value                            
2.0           1.706433      1       NaN
3.0          10.995036      9  3.744718
4.0          12.266950     10  4.107335
5.0          12.102346     11  3.893668
8.0          16.515114      2  0.895169
14.0         14.996164      1       NaN",0.2753431055076887,0.3381478834190928
2022-11-4-afternoon,2022-11-4-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          14.381587      1       NaN
3.0          15.303736      5  2.329058
4.0          10.193918      6  5.680329
5.0          13.007276      6  6.966671","                  Mean  Count       STD
smell value                            
1.0          14.381587      1       NaN
3.0          15.303736      5  2.329058
4.0          10.193918      6  5.680329
5.0          13.007276      6  6.966671",-0.1613336702483263,-0.1613336702483263
2022-11-5-morning,2022-11-5-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          16.872430      5  8.078122
4.0          21.329990      4  9.697276
5.0          20.631412      4  7.521588","                  Mean  Count       STD
smell value                            
3.0          16.872430      5  8.078122
4.0          21.329990      4  9.697276
5.0          20.631412      4  7.521588",0.21248107396495466,0.21248107396495466
2022-11-5-afternoon,2022-11-5-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0           6.903292      1        NaN
3.0          11.746232      1        NaN
4.0          11.540634      6   7.025249
5.0          12.809999      3  16.171071","                  Mean  Count        STD
smell value                             
2.0           6.903292      1        NaN
3.0          11.746232      1        NaN
4.0          11.540634      6   7.025249
5.0          12.809999      3  16.171071",0.16135620423051467,0.16135620423051467
