,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-10-1-morning,2019-10-1-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           6.594942      1       NaN
2.0           8.260258      2  7.521736
3.0          11.561302     12  6.395968
4.0           8.292179     10  4.941120
4.2           6.998323      1       NaN
4.5          12.458496      1       NaN
5.0           8.079410     13  4.694239","                  Mean  Count       STD
smell value                            
1.0           6.594942      1       NaN
2.0           8.260258      2  7.521736
3.0          11.658420     11  6.698862
4.0          10.609505      6  5.207440
5.0           7.271688      9  4.141907
8.0           5.206718      3  0.939343
9.0          11.475748      2  1.389815
10.0          9.896783      4  6.002896
12.0          3.644604      1       NaN
21.0          6.998323      1       NaN",-0.13974432996607453,-0.16246792781261732
2019-10-1-afternoon,2019-10-1-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           9.233115      2  13.055365
2.0           8.004626      1        NaN
3.0          11.148821      6  12.910989
4.0          16.096296      5  16.384558
5.0           8.259438      2  11.680027","                  Mean  Count        STD
smell value                             
1.0           9.233115      2  13.055365
2.0           8.004626      1        NaN
3.0          11.148821      6  12.910989
4.0          16.096296      5  16.384558
5.0           8.259438      2  11.680027",0.09426124057118372,0.09426124057118372
2019-10-2-morning,2019-10-2-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.000000      7.138536      1       NaN
3.000000     11.589142      8  4.592536
3.500000     10.661391      3  0.616801
3.666667      7.379532      1       NaN
3.800000     21.304048      1       NaN
4.000000      9.363966     13  6.679426
4.333333     19.237190      1       NaN
4.500000      7.749333      4  1.324130
4.666667      8.022978      1       NaN
5.000000     11.012826     11  7.057187","                  Mean  Count       STD
smell value                            
2.0           7.138536      1       NaN
3.0          11.589142      8  4.592536
4.0          10.121471     10  7.440126
5.0          12.478593      8  7.847642
7.0          10.661391      3  0.616801
8.0           8.663214      1       NaN
9.0           7.527965      3  1.528384
10.0          6.700875      2  1.715534
11.0          7.379532      1       NaN
12.0          5.926821      2  2.705627
13.0         19.237190      1       NaN
14.0          8.022978      1       NaN
15.0          7.910593      1       NaN
18.0          8.413439      1       NaN
19.0         21.304048      1       NaN",-0.010038666477174156,-0.01684986196819647
2019-10-2-afternoon,2019-10-2-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           0.730537      2   1.014245
3.0          19.680768      1        NaN
4.0          16.952365      3   8.597112
5.0          21.812535      2  30.502324","                  Mean  Count       STD
smell value                            
1.0           0.730537      2  1.014245
3.0          19.680768      1       NaN
4.0          16.952365      3  8.597112
5.0           0.244135      1       NaN
10.0         43.380935      1       NaN",0.5412483287403396,0.7874586722245717
2019-10-3-morning,2019-10-3-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          2.092069      1       NaN
3.0          7.305292      7  2.732770
4.0          7.791397      6  4.164080
5.0          9.503655      6  6.039592","                  Mean  Count       STD
smell value                            
2.0           2.092069      1       NaN
3.0           7.305292      7  2.732770
4.0           7.791397      6  4.164080
5.0          10.685046      5  5.926905
10.0          3.596700      1       NaN",0.32463960172054473,0.028954465100146206
2019-10-3-afternoon,2019-10-3-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           5.275996      1       NaN
2.0           7.225598      1       NaN
3.0          12.097229      1       NaN
4.0           3.802356      2  0.068322
5.0           3.323266      1       NaN","                  Mean  Count       STD
smell value                            
1.0           5.275996      1       NaN
2.0           7.225598      1       NaN
3.0          12.097229      1       NaN
4.0           3.802356      2  0.068322
5.0           3.323266      1       NaN",-0.3835872306941619,-0.3835872306941619
2019-10-4-morning,2019-10-4-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          20.149012      4  3.785607
3.0          32.534798      1       NaN
4.0          34.588069      1       NaN","                  Mean  Count       STD
smell value                            
1.0          20.149012      4  3.785607
3.0          32.534798      1       NaN
4.0          34.588069      1       NaN",0.9115768570142406,0.9115768570142406
2019-10-4-afternoon,2019-10-4-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           8.468536      2   3.747869
2.0           7.633867      1        NaN
3.0           8.244658      1        NaN
4.0           7.825434      3   2.903194
5.0          13.070381      3  10.131738","                  Mean  Count        STD
smell value                             
1.0           8.468536      2   3.747869
2.0           7.633867      1        NaN
3.0           8.244658      1        NaN
4.0           7.825434      3   2.903194
5.0          13.070381      3  10.131738",0.27529847983184047,0.27529847983184047
2019-10-5-morning,2019-10-5-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          26.052552      1       NaN
3.0           7.871994      3  8.472575
4.0          15.393158      4  7.557334","                  Mean  Count       STD
smell value                            
1.0          26.052552      1       NaN
3.0           7.871994      3  8.472575
4.0          15.393158      4  7.557334",-0.2779872522571517,-0.2779872522571517
2019-10-5-afternoon,2019-10-5-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          29.723751      4   3.491226
2.0           1.222474      2   1.430195
3.0          21.083770      2  22.214267
4.0          10.383906      3  13.501248
5.0          16.616634      3  12.438456","                  Mean  Count        STD
smell value                             
1.0          29.723751      4   3.491226
2.0           1.222474      2   1.430195
3.0          21.083770      2  22.214267
4.0          10.383906      3  13.501248
5.0          16.616634      3  12.438456",-0.3194978100413344,-0.3194978100413344
