,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2022-9-1-morning,2022-9-1-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           0.491772      1       NaN
3.0          11.005654      2  8.591612
5.0          12.481940      1       NaN","                  Mean  Count       STD
smell value                            
1.0           0.491772      1       NaN
3.0          11.005654      2  8.591612
5.0          12.481940      1       NaN",0.6578133745811827,0.6578133745811827
2022-9-2-morning,2022-9-2-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          18.768866      4  3.016927
4.0          12.435579      3  7.112637
5.0           9.617893      1       NaN","                  Mean  Count       STD
smell value                            
3.0          18.768866      4  3.016927
4.0          12.435579      3  7.112637
5.0           9.617893      1       NaN",-0.6551714205442467,-0.6551714205442467
2022-9-2-afternoon,2022-9-2-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0           7.960518      2  11.200640
3.0          11.216696      2  11.383594
4.0          26.741460      3  11.096021
5.0          13.532335      1        NaN","                  Mean  Count        STD
smell value                             
2.0           7.960518      2  11.200640
3.0          11.216696      2  11.383594
4.0          26.741460      3  11.096021
5.0          13.532335      1        NaN",0.46522294545960574,0.46522294545960574
2022-9-3-morning,2022-9-3-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          21.486134      1       NaN
3.0          15.000127      4  3.884643
3.5           0.130768      1       NaN
4.0          14.214720      2  1.114299
5.0          15.908318      5  6.600800","                  Mean  Count       STD
smell value                            
2.0          21.486134      1       NaN
3.0          15.000127      4  3.884643
4.0          14.214720      2  1.114299
5.0          15.908318      5  6.600800
7.0           0.130768      1       NaN",-0.020311001047541348,-0.5078983825339575
2022-9-3-afternoon,2022-9-3-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          8.884294      1  NaN","                 Mean  Count  STD
smell value                      
3.0          8.884294      1  NaN",,
2022-9-4-morning,2022-9-4-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          4.808692      2  6.800515
4.0          8.624168      1       NaN","                 Mean  Count       STD
smell value                           
3.0          4.808692      2  6.800515
4.0          8.624168      1       NaN",0.41648020453064216,0.41648020453064216
2022-9-4-afternoon,2022-9-4-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          7.207892      2  0.485366
4.0          7.709038      4  5.207036","                 Mean  Count       STD
smell value                           
3.0          7.207892      2  0.485366
4.0          7.709038      4  5.207036",0.06393890548918152,0.06393890548918152
2022-9-5-morning,2022-9-5-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
3.0           5.883317      1        NaN
4.0          15.832623      3  11.420678
5.0          17.171226      2   5.173115","                  Mean  Count        STD
smell value                             
3.0           5.883317      1        NaN
4.0          15.832623      3  11.420678
5.0          17.171226      2   5.173115",0.42097875054133216,0.42097875054133216
2022-9-5-afternoon,2022-9-5-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0           6.943457      1  NaN
4.0          48.075148      1  NaN
5.0          37.044499      1  NaN","                  Mean  Count  STD
smell value                       
2.0           6.943457      1  NaN
4.0          48.075148      1  NaN
5.0          37.044499      1  NaN",0.827856938426421,0.827856938426421
2022-9-6-morning,2022-9-6-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          35.606323      1  NaN
2.0           4.482060      1  NaN
4.0          11.408569      1  NaN","                  Mean  Count  STD
smell value                       
1.0          35.606323      1  NaN
2.0           4.482060      1  NaN
4.0          11.408569      1  NaN",-0.6000149461719463,-0.6000149461719463
2022-9-6-afternoon,2022-9-6-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
3.0          18.829449      1  NaN","                  Mean  Count  STD
smell value                       
3.0          18.829449      1  NaN",,
2022-9-7-morning,2022-9-7-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          22.051499      1       NaN
4.0          10.541130      2  1.442038","                  Mean  Count       STD
smell value                            
2.0          22.051499      1       NaN
4.0          10.541130      2  1.442038",-0.9884322393506912,-0.9884322393506912
2022-9-7-afternoon,2022-9-7-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0           4.673215      1  NaN
3.0          16.483246      1  NaN","                  Mean  Count  STD
smell value                       
2.0           4.673215      1  NaN
3.0          16.483246      1  NaN",1.0,1.0
2022-9-8-morning,2022-9-8-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          11.673465      1       NaN
3.0          10.196924      1       NaN
5.0           7.437071      2  6.480068","                  Mean  Count       STD
smell value                            
2.0          11.673465      1       NaN
3.0          10.196924      1       NaN
5.0           7.437071      2  6.480068",-0.49077927687430234,-0.49077927687430234
2022-9-8-afternoon,2022-9-8-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
3.0          19.572768      1  NaN
4.0          11.921066      1  NaN","                  Mean  Count  STD
smell value                       
3.0          19.572768      1  NaN
4.0          11.921066      1  NaN",-1.0,-1.0
2022-9-9-morning,2022-9-9-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          7.560399      3  3.256224
4.0          6.156403      1       NaN
4.5          5.584776      1       NaN
5.0          7.452074      5  3.639415","                 Mean  Count       STD
smell value                           
3.0          7.560399      3  3.256224
5.0          7.452074      5  3.639415
8.0          6.156403      1       NaN
9.0          5.584776      1       NaN",-0.022433160656596386,-0.21768994049494086
2022-9-9-afternoon,2022-9-9-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          24.626301      1        NaN
3.0           8.509553      2  11.995088
4.0           0.270255      1        NaN
5.0          10.248575      2  13.549867","                  Mean  Count        STD
smell value                             
1.0          24.626301      1        NaN
3.0           8.509553      2  11.995088
4.0           0.270255      1        NaN
5.0          10.248575      2  13.549867",-0.4569791728997753,-0.4569791728997753
2022-9-10-morning,2022-9-10-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0          27.060195      2  16.489312
3.0          20.856763      3   6.659570
4.0          27.451646      2  23.374025
5.0          43.438949      2  11.065832","                  Mean  Count        STD
smell value                             
2.0          27.060195      2  16.489312
3.0          20.856763      3   6.659570
4.0          27.451646      2  23.374025
5.0          43.438949      2  11.065832",0.45843539008098555,0.45843539008098555
2022-9-10-afternoon,2022-9-10-afternoon,100.0,100.0,"                  Mean  Count      STD
smell value                           
2.0          10.979966      1      NaN
3.0           7.973635     10  6.66677
3.5          11.364839      1      NaN
4.0           8.259816      5  4.11070","                  Mean  Count      STD
smell value                           
2.0          10.979966      1      NaN
3.0           7.965861      9  7.07113
4.0           8.174306      4  4.74149
6.0           8.043598      1      NaN
7.0          11.364839      1      NaN
8.0           8.601857      1      NaN",-0.03941133225096454,0.054841014071657146
2022-9-11-afternoon,2022-9-11-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          10.097534      1       NaN
5.0           7.964722      2  4.456645","                  Mean  Count       STD
smell value                            
3.0          10.097534      1       NaN
5.0           7.964722      2  4.456645",-0.3639514127529757,-0.3639514127529757
2022-9-12-afternoon,2022-9-12-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          13.17488      1  NaN","                 Mean  Count  STD
smell value                      
4.0          13.17488      1  NaN",,
