,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-4-1-morning,2019-4-1-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          9.628874      1  NaN
4.0          0.000017      1  NaN
5.0          0.000011      1  NaN","                 Mean  Count  STD
smell value                      
1.0          9.628874      1  NaN
4.0          0.000017      1  NaN
5.0          0.000011      1  NaN",-0.9707254629205717,-0.9707254629205717
2019-4-1-afternoon,2019-4-1-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          17.802624      5  8.044162
3.0          44.251429      1       NaN
5.0          11.987549      1       NaN","                  Mean  Count       STD
smell value                            
1.0          17.802624      5  8.044162
3.0          44.251429      1       NaN
5.0          11.987549      1       NaN",0.10159806302929314,0.10159806302929314
2019-4-2-morning,2019-4-2-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000     19.548792      3   5.478849
2.000000     17.565153      2   3.145986
2.500000      5.935220      1        NaN
3.000000     14.462988     17   9.383300
3.500000     29.699945      2  12.100314
3.666667     13.930656      1        NaN
4.000000     19.608355     20  10.540881
4.333333      2.854622      2   3.283700
5.000000     14.304292     17   9.674612","                  Mean  Count        STD
smell value                             
1.0          19.548792      3   5.478849
2.0          17.565153      2   3.145986
3.0          14.242813     16   9.645570
4.0          19.011748     16   9.720510
5.0          12.884080     17   8.959933
7.0          29.699945      2  12.100314
8.0          21.994782      4  14.891758
9.0          17.985785      1        NaN
10.0         30.078815      1        NaN
11.0         13.930656      1        NaN
13.0          2.854622      2   3.283700",-0.06450847731429463,-0.03516692961432605
2019-4-2-afternoon,2019-4-2-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           8.924164      2  7.212373
2.0          16.538140      2  4.008690
3.0          12.772149      9  8.491152
3.5           3.487524      1       NaN
4.0          11.770177     16  4.773460
5.0           9.022742      8  7.713974","                  Mean  Count        STD
smell value                             
1.0           8.924164      2   7.212373
2.0          16.538140      2   4.008690
3.0          12.772149      9   8.491152
4.0          12.224869     14   3.751160
5.0           9.644617      7   8.112551
7.0           3.487524      1        NaN
8.0           8.587333      2  11.649370
10.0          4.669610      1        NaN",-0.13546613436539867,-0.2681934117506397
2019-4-3-morning,2019-4-3-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          21.635013      3  20.276105
2.0          16.494619      2   1.237279
3.0          27.462598      6   5.537196
4.0          23.784764     12   8.978094
4.5          38.545768      1        NaN
5.0          21.767357     15   8.849626","                  Mean  Count        STD
smell value                             
1.0          21.635013      3  20.276105
2.0          16.494619      2   1.237279
3.0          27.462598      6   5.537196
4.0          24.561678     11   8.983280
5.0          21.118566     14   8.805710
8.0          15.238707      1        NaN
9.0          38.545768      1        NaN
10.0         30.850441      1        NaN",0.0051622031618690735,0.11223460838078253
2019-4-3-afternoon,2019-4-3-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          10.899763      8   4.607166
2.0          10.794006      2  10.068064
3.0          15.685004      2  21.470417
4.0          11.063445      2   6.993901
5.0          12.850932      2   5.347010","                  Mean  Count        STD
smell value                             
1.0          10.899763      8   4.607166
2.0          10.794006      2  10.068064
3.0          15.685004      2  21.470417
4.0          11.063445      2   6.993901
5.0          12.850932      2   5.347010",0.1087231351968966,0.1087231351968966
2019-4-4-morning,2019-4-4-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000     25.408809      3  11.605651
2.000000     17.717347      2   8.174252
2.666667      4.677433      1        NaN
3.000000     20.689798      7   6.914042
3.500000     16.366436      3   2.741938
3.666667     15.188585      4   5.271878
3.800000      6.682107      1        NaN
4.000000     14.184673     30   7.604350
4.200000     14.668397      2   4.479466
4.250000     12.432272      2   5.381895
4.285714     16.273550      1        NaN
4.333333     15.690078      3   9.310504
4.400000      9.949829      1        NaN
4.500000     15.089144      7   4.467508
4.600000      9.874812      1        NaN
4.666667     18.890969      3   3.031166
4.800000     13.166413      2   5.054116
5.000000     16.216373     30   7.448171","                  Mean  Count        STD
smell value                             
1.0          25.408809      3  11.605651
2.0          17.717347      2   8.174252
3.0          20.689798      7   6.914042
4.0          14.245480     25   8.093502
5.0          17.381661     22   7.717561
7.0          16.366436      3   2.741938
8.0          12.110554      4   7.144114
9.0          15.154266      5   4.705365
10.0         13.014545      6   6.841870
11.0         15.188585      4   5.271878
12.0         16.066251      1        NaN
13.0         10.657962      2   4.630103
14.0         19.253954      2   4.193494
17.0         12.432272      2   5.381895
18.0         14.926338      2   5.578147
19.0          6.682107      1        NaN
20.0         11.859847      3   3.144381
21.0         14.668397      2   4.479466
22.0          9.949829      1        NaN
23.0          9.874812      1        NaN
24.0         13.166413      2   5.054116
26.0         25.754309      1        NaN
30.0         16.273550      1        NaN
42.0         18.165001      1        NaN",-0.16514148683050944,-0.13734395865219462
2019-4-4-afternoon,2019-4-4-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          13.216072      2  12.608083
2.0           2.883903      2   2.146584
3.0          11.928438      6   7.088031
4.0          10.643176      7   8.310899
5.0          12.036297      5  10.237707","                  Mean  Count        STD
smell value                             
1.0          13.216072      2  12.608083
2.0           2.883903      2   2.146584
3.0          11.928438      6   7.088031
4.0           8.573055      6   6.847474
5.0          15.045243      4   8.910061
8.0          23.063899      1        NaN
10.0          0.000516      1        NaN",0.0809557144158219,0.03339942281172498
2019-4-5-morning,2019-4-5-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          19.807340      3  16.998287
2.5          12.375017      1        NaN
3.0          17.603357      6   4.627953
4.0          16.609225      2   0.845018
5.0          18.526169      5   6.110613","                  Mean  Count        STD
smell value                             
1.0          19.807340      3  16.998287
3.0          19.276346      5   2.404315
4.0          16.609225      2   0.845018
5.0          17.500977      6   6.014797
6.0           9.238410      1        NaN",-0.027574130191208364,-0.23526015065411054
2019-4-5-afternoon,2019-4-5-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          24.068007      4  17.884733
2.0           1.591610      2   2.099720
3.0           6.646202      6   7.332812
4.0          17.853655     11  11.476120
5.0          11.830253      3  18.898182","                  Mean  Count        STD
smell value                             
1.0          24.068007      4  17.884733
2.0           1.591610      2   2.099720
3.0           6.646202      6   7.332812
4.0          17.853655     11  11.476120
5.0          11.830253      3  18.898182",-0.06761746993236732,-0.06761746993236732
