,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-12-1-afternoon,2019-12-1-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          13.177834      2  5.298193
4.0          14.473527      3  6.367383","                  Mean  Count       STD
smell value                            
3.0          13.177834      2  5.298193
4.0          14.473527      3  6.367383",0.13461520467872298,0.13461520467872298
2019-12-2-morning,2019-12-2-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          1.155626      1  NaN","                 Mean  Count  STD
smell value                      
2.0          1.155626      1  NaN",,
2019-12-2-afternoon,2019-12-2-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          20.298188      1  NaN","                  Mean  Count  STD
smell value                       
1.0          20.298188      1  NaN",,
2019-12-3-morning,2019-12-3-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          23.754226      2   6.470335
3.0          12.970725      2  14.510394","                  Mean  Count        STD
smell value                             
1.0          23.754226      2   6.470335
3.0          12.970725      2  14.510394",-0.5615944663343228,-0.5615944663343228
2019-12-3-afternoon,2019-12-3-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          4.275975      1       NaN
4.0          7.037148      4  5.340017","                 Mean  Count       STD
smell value                           
1.0          4.275975      1       NaN
4.0          7.037148      4  5.340017",0.25797667319777984,0.25797667319777984
2019-12-4-morning,2019-12-4-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          21.377283      1  NaN
4.0          23.314608      1  NaN
5.0          17.162695      1  NaN","                  Mean  Count  STD
smell value                       
1.0          21.377283      1  NaN
4.0          23.314608      1  NaN
5.0          17.162695      1  NaN",-0.4377682035821904,-0.4377682035821904
2019-12-4-afternoon,2019-12-4-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           9.558534      1        NaN
3.0           0.000075      1        NaN
4.0          15.887810      4  11.710819
5.0          27.242128      1        NaN","                  Mean  Count        STD
smell value                             
1.0           9.558534      1        NaN
3.0           0.000075      1        NaN
4.0          15.887810      4  11.710819
5.0          27.242128      1        NaN",0.46696355356059766,0.46696355356059766
2019-12-5-morning,2019-12-5-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.111481      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.111481      1  NaN",,
2019-12-5-afternoon,2019-12-5-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0           6.692144      1  NaN
2.0          13.388098      1  NaN
3.0          14.934726      1  NaN","                  Mean  Count  STD
smell value                       
1.0           6.692144      1  NaN
2.0          13.388098      1  NaN
3.0          14.934726      1  NaN",0.9406822696942934,0.9406822696942934
2019-12-6-morning,2019-12-6-morning,100.0,100.0,"                     Mean  Count       STD
smell value                               
1.0          1.788724e-08      1       NaN
2.0          4.491103e+00      3  4.666403
2.5          2.010499e+00      1       NaN
3.0          7.888413e+00     11  8.996983
3.5          2.304841e+01      1       NaN
4.0          8.392196e+00      8  7.143320
5.0          6.474988e+00      9  4.067621","                     Mean  Count       STD
smell value                               
1.0          1.788724e-08      1       NaN
2.0          4.491103e+00      3  4.666403
3.0          7.888413e+00     11  8.996983
4.0          8.392196e+00      8  7.143320
5.0          6.028539e+00     10  4.086602
7.0          2.304841e+01      1       NaN",0.10067730095320683,0.23096125403496823
2019-12-6-afternoon,2019-12-6-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0           2.915641      1  NaN
3.0           4.153347      1  NaN
4.0          29.675316      1  NaN
5.0          15.566823      1  NaN","                  Mean  Count  STD
smell value                       
2.0           2.915641      1  NaN
3.0           4.153347      1  NaN
4.0          29.675316      1  NaN
5.0          15.566823      1  NaN",0.6585021471431133,0.6585021471431133
2019-12-7-morning,2019-12-7-morning,100.0,100.0,"                Mean  Count  STD
smell value                     
5.0          3.52556      1  NaN","                Mean  Count  STD
smell value                     
5.0          3.52556      1  NaN",,
2019-12-7-afternoon,2019-12-7-afternoon,100.0,100.0,"                     Mean  Count       STD
smell value                               
3.0          3.459122e-10      1       NaN
4.0          4.278716e+00      2  0.638007","                     Mean  Count       STD
smell value                               
3.0          3.459122e-10      1       NaN
4.0          4.278716e+00      2  0.638007",0.9837301169933297,0.9837301169933297
2019-12-8-morning,2019-12-8-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0          22.239340      3  22.313404
3.0          27.783300      5  11.548852
3.5          30.672794      1        NaN
4.0          21.607410      6   8.734092
5.0          17.405715     15  11.626528","                  Mean  Count        STD
smell value                             
2.0          22.239340      3  22.313404
3.0          30.896277      4  10.640982
4.0          20.001636      5   8.718751
5.0          18.213248     14  11.620682
6.0          15.331396      1        NaN
7.0          30.672794      1        NaN
8.0          29.636284      1        NaN
10.0          6.100256      1        NaN",-0.26875039098234493,-0.202499105779166
2019-12-8-afternoon,2019-12-8-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           0.834073      1       NaN
2.0           9.934695      1       NaN
3.0           9.500206      6  5.432543
4.0          11.330207     11  6.369671
5.0          11.325464      7  3.628100","                  Mean  Count       STD
smell value                            
1.0           0.834073      1       NaN
2.0           9.934695      1       NaN
3.0           9.622506      5  6.064526
4.0          11.330207     11  6.369671
5.0          11.325464      7  3.628100
6.0           8.888706      1       NaN",0.3033903499041866,0.2521509279312277
2019-12-9-morning,2019-12-9-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          13.299414      2  5.531483
3.0          18.480805      8  7.376271
4.0          11.160178      7  5.217685","                  Mean  Count       STD
smell value                            
1.0          13.299414      2  5.531483
3.0          18.480805      8  7.376271
4.0          11.160178      7  5.217685",-0.18488385104083224,-0.18488385104083224
2019-12-9-afternoon,2019-12-9-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.000000      8.265074      4  6.888010
3.000000     15.516155      3  4.859283
3.333333     18.764678      1       NaN
4.000000     12.176874      7  7.938650
5.000000     19.362590      2  5.992183","                  Mean  Count       STD
smell value                            
1.0           8.265074      4  6.888010
3.0          15.516155      3  4.859283
4.0          12.176874      7  7.938650
5.0          19.362590      2  5.992183
10.0         18.764678      1       NaN",0.3722607977079898,0.39136699679170817
2019-12-10-morning,2019-12-10-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          12.565032      1  NaN
2.0          12.164031      1  NaN
3.0          21.607537      1  NaN","                  Mean  Count  STD
smell value                       
1.0          12.565032      1  NaN
2.0          12.164031      1  NaN
3.0          21.607537      1  NaN",0.8466421093684944,0.8466421093684944
2019-12-10-afternoon,2019-12-10-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          13.302842      2  0.500585
3.0           5.854996      1       NaN
4.0          16.602263      1       NaN","                  Mean  Count       STD
smell value                            
2.0          13.302842      2  0.500585
3.0           5.854996      1       NaN
4.0          16.602263      1       NaN",0.1728327200667349,0.1728327200667349
2019-12-11-morning,2019-12-11-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          8.667305      1  NaN","                 Mean  Count  STD
smell value                      
1.0          8.667305      1  NaN",,
2019-12-11-afternoon,2019-12-11-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           8.984751      2  2.142208
3.0           7.684279      1       NaN
4.0          10.300420      2  7.962649
5.0           7.775241      3  2.591334","                  Mean  Count       STD
smell value                            
1.0           8.984751      2  2.142208
3.0           7.684279      1       NaN
4.0          10.300420      2  7.962649
5.0           7.775241      3  2.591334",-0.08181262503505675,-0.08181262503505675
2019-12-12-morning,2019-12-12-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          10.161514      2  5.064266
4.0           8.946755      2  4.695600
5.0           5.792697      1       NaN","                  Mean  Count       STD
smell value                            
2.0          10.161514      2  5.064266
4.0           5.626464      1       NaN
5.0           5.792697      1       NaN
8.0          12.267046      1       NaN",-0.4047968837164453,0.13975558599357912
2019-12-12-afternoon,2019-12-12-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0          18.854391      2  20.453338
2.5          19.341632      1        NaN
3.0          25.788718      8  12.245515
4.0          25.873734     12  13.411526
5.0          28.290276      8  10.585286","                  Mean  Count        STD
smell value                             
2.0          18.854391      2  20.453338
3.0          25.788718      8  12.245515
4.0          28.225892     11  11.172512
5.0          28.221789      8  10.648985
8.0           0.000003      1        NaN
10.0         19.889526      1        NaN",0.1722018222991333,-0.15909075211545295
2019-12-13-morning,2019-12-13-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          15.404424      1        NaN
3.0           9.403760      3   3.571032
4.0          16.257239      2   2.734530
5.0          28.820725      2  11.187960","                  Mean  Count        STD
smell value                             
1.0          15.404424      1        NaN
3.0           9.403760      3   3.571032
4.0          16.257239      2   2.734530
5.0          28.820725      2  11.187960",0.583815047058168,0.583815047058168
