,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2021-4-1-morning,2021-4-1-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0          14.965907      1  NaN
5.0          13.341282      1  NaN","                  Mean  Count  STD
smell value                       
2.0          14.965907      1  NaN
5.0          13.341282      1  NaN",-1.0,-1.0
2021-4-1-afternoon,2021-4-1-afternoon,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          30.194840      1  NaN
3.0          21.470566      1  NaN
4.0          18.794277      1  NaN
5.0          33.233360      1  NaN","                  Mean  Count  STD
smell value                       
1.0          30.194840      1  NaN
3.0          21.470566      1  NaN
4.0          18.794277      1  NaN
5.0          33.233360      1  NaN",-0.029808190277795844,-0.029808190277795844
2021-4-2-morning,2021-4-2-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
2.0          12.746185      1  NaN","                  Mean  Count  STD
smell value                       
2.0          12.746185      1  NaN",,
2021-4-2-afternoon,2021-4-2-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          4.348117      2  2.281836
4.0          4.061787      1       NaN","                 Mean  Count       STD
smell value                           
3.0          4.348117      2  2.281836
4.0          4.061787      1       NaN",-0.1019223254730566,-0.1019223254730566
2021-4-3-morning,2021-4-3-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          35.885722      1       NaN
3.0          22.673395      4  5.389879
4.0          19.864616     10  3.804499
4.5          25.049276      2  6.464389
5.0          20.881566      4  9.734292","                  Mean  Count       STD
smell value                            
2.0          35.885722      1       NaN
3.0          22.673395      4  5.389879
4.0          19.599930      9  3.936410
5.0          20.881566      4  9.734292
9.0          25.049276      2  6.464389
12.0         22.246796      1       NaN",-0.3196449365080593,-0.00023711298458510435
2021-4-3-afternoon,2021-4-3-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          14.116929      3   4.428043
2.0           7.845783      1        NaN
3.0           8.809483      2   4.342130
4.0          11.358070      7  11.241115
5.0          14.543572      3   1.374694","                  Mean  Count        STD
smell value                             
1.0          14.116929      3   4.428043
2.0           7.845783      1        NaN
3.0           8.809483      2   4.342130
4.0          11.358070      7  11.241115
5.0          14.543572      3   1.374694",0.01603031857430065,0.01603031857430065
2021-4-4-morning,2021-4-4-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          4.261147      1  NaN","                 Mean  Count  STD
smell value                      
1.0          4.261147      1  NaN",,
2021-4-4-afternoon,2021-4-4-afternoon,100.0,100.0,"                  Mean  Count      STD
smell value                           
1.0          26.118213      1      NaN
3.0           9.371535      3  4.68245
4.0           7.947044      4  4.35714
5.0           9.208576      1      NaN","                  Mean  Count      STD
smell value                           
1.0          26.118213      1      NaN
3.0           9.371535      3  4.68245
4.0           7.947044      4  4.35714
5.0           9.208576      1      NaN",-0.7152291255255675,-0.7152291255255675
2021-4-5-morning,2021-4-5-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.000000     17.602849      2  24.894107
2.500000      0.000280      1        NaN
3.000000      9.294705      8   6.420607
4.000000     12.723445     20   7.599303
4.333333      8.775373      2   3.565364
4.500000     13.240292      8   7.263214
4.666667     13.561737      1        NaN
5.000000     14.960244     25   9.127104","                  Mean  Count        STD
smell value                             
1.0          17.602849      2  24.894107
3.0           9.294705      8   6.420607
4.0          12.805848     16   8.333165
5.0          14.708903     23   9.927990
8.0          12.393830      4   4.284500
9.0          16.198561      5   7.696487
10.0         11.900535      3   3.544637
13.0          8.775373      2   3.565364
14.0         13.561737      1        NaN
18.0          8.309844      3   2.797461",0.13499662164999895,-0.08757227668243013
2021-4-5-afternoon,2021-4-5-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           4.459547      2  0.622879
2.0           3.592550      2  2.569718
3.0           8.121969     11  5.176424
3.5           8.135271      1       NaN
4.0           5.872844      9  3.431529
4.5          18.715362      1       NaN
5.0           5.535287     11  3.468523","                  Mean  Count       STD
smell value                            
1.0           4.459547      2  0.622879
2.0           3.592550      2  2.569718
3.0           8.121969     11  5.176424
4.0           5.872844      9  3.431529
5.0           5.535287     11  3.468523
7.0           8.135271      1       NaN
9.0          18.715362      1       NaN",0.012249291712224103,0.2561614616840176
2021-4-6-morning,2021-4-6-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           5.430304      1        NaN
2.0          36.936002      2  47.653354
3.0          17.755789     12   3.496006
3.5          17.008475      3   4.688921
4.0          19.633328      5   5.641079
5.0          24.163054      7  19.983072","                  Mean  Count        STD
smell value                             
1.0           5.430304      1        NaN
2.0          36.936002      2  47.653354
3.0          17.755789     12   3.496006
4.0          19.633328      5   5.641079
5.0          24.163054      7  19.983072
7.0          17.008475      3   4.688921",0.09665652804026452,0.010112463119225248
2021-4-6-afternoon,2021-4-6-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          19.570268      3  15.254132
1.5           6.566147      1        NaN
2.0           6.361065      2   1.468295
3.0          16.848272      7   4.936591
3.5          10.936608      2   9.393120
4.0          12.505454      8   6.783955
5.0          10.462048      6   5.637269","                  Mean  Count        STD
smell value                             
1.0          19.570268      3  15.254132
2.0           6.361065      2   1.468295
3.0          15.563006      8   5.839843
4.0          13.756714      7   6.251372
5.0          10.462048      6   5.637269
7.0          10.936608      2   9.393120
12.0          3.746636      1        NaN",-0.20496837570904614,-0.3383019170715313
2021-4-7-morning,2021-4-7-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.000000     16.368914      7  9.372527
3.333333     17.873085      2  2.928730
3.666667     12.457886      1       NaN
4.000000     15.169138     26  5.238550
4.250000     22.149848      2  8.564678
4.400000     16.675470      2  3.609183
4.444444     13.430461      1       NaN
4.500000     23.310456      5  6.281063
4.666667     17.764122      3  1.481187
5.000000     14.410857     21  4.892446","                  Mean  Count        STD
smell value                             
3.0          15.431310      5  11.057701
4.0          14.868356     17   5.946328
5.0          14.243512     17   5.347301
6.0          18.712923      2   4.752928
8.0          14.023149      3   3.678370
9.0          23.310456      5   6.281063
10.0         16.039076      6   2.734645
11.0         12.457886      1        NaN
12.0         13.358850      3   1.030715
14.0         17.764122      3   1.481187
16.0         20.541416      2   2.760326
17.0         28.205990      1        NaN
20.0         18.406716      1        NaN
22.0         16.675470      2   3.609183
34.0         16.093706      1        NaN
40.0         13.430461      1        NaN",-0.05152919747093698,0.12530128737573903
2021-4-7-afternoon,2021-4-7-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          12.596005      5  7.989309
4.0           8.645400      4  3.284869
5.0          19.168420      3  9.348446","                  Mean  Count       STD
smell value                            
3.0          12.596005      5  7.989309
4.0           8.645400      4  3.284869
5.0          14.445995      2  6.401494
10.0         28.613268      1       NaN",0.28784138114915275,0.5948731805751162
2021-4-8-morning,2021-4-8-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.000000     10.957606      1       NaN
2.000000     15.744714      3  2.523463
3.000000     14.008952     15  3.459291
3.333333     15.613427      1       NaN
3.666667     12.762619      2  5.456522
4.000000     18.081562     27  9.381556
4.333333     12.138143      2  0.600397
4.500000     55.424376      1       NaN
4.666667     10.518587      1       NaN
5.000000     15.174310     20  4.918225","                  Mean  Count        STD
smell value                             
1.0          10.957606      1        NaN
2.0          15.744714      3   2.523463
3.0          14.063139     14   3.583263
4.0          18.186777     24   9.309788
5.0          14.782984     19   4.722277
6.0          13.250341      1        NaN
8.0          22.421388      2  11.463517
9.0          55.424376      1        NaN
10.0         19.111462      2   4.946968
11.0         12.762619      2   5.456522
13.0         12.138143      2   0.600397
14.0         10.518587      1        NaN
16.0          6.876754      1        NaN",0.08957012111009871,-0.0016363015460777166
2021-4-8-afternoon,2021-4-8-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           3.004037      2   2.779969
2.0          15.864916      3  10.766901
3.0           6.230573     10   9.004039
4.0           4.603970      9   2.901165
5.0           6.636225      9   5.984000","                  Mean  Count        STD
smell value                             
1.0           3.004037      2   2.779969
2.0          15.864916      3  10.766901
3.0           6.230573     10   9.004039
4.0           4.064100      8   2.573183
5.0           6.636225      9   5.984000
8.0           8.922935      1        NaN",-0.11275583136302286,-0.06518693482798527
2021-4-9-morning,2021-4-9-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0          11.697064      4   5.615219
3.0          21.807749      3   6.226405
4.0           9.857278      3  10.723100","                  Mean  Count        STD
smell value                             
2.0          11.697064      4   5.615219
3.0          18.658923      2   4.248011
4.0           9.857278      3  10.723100
6.0          28.105401      1        NaN",-0.045110008370704356,0.3825863885121046
2021-4-9-afternoon,2021-4-9-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           0.100257      1        NaN
3.0           3.324086      3   4.909674
4.0          12.231764      3  12.343878
4.5           8.890878      1        NaN
5.0           0.139458      1        NaN","                  Mean  Count        STD
smell value                             
1.0           0.100257      1        NaN
3.0           3.324086      3   4.909674
4.0          12.231764      3  12.343878
5.0           0.139458      1        NaN
9.0           8.890878      1        NaN",0.28097146524994027,0.23359174377541986
2021-4-10-morning,2021-4-10-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.0           5.556674      1        NaN
3.0           5.986894      3   1.818998
4.0          10.344460      5  11.367964
4.5           8.413842      1        NaN
5.0          12.772185      3   8.663233","                  Mean  Count        STD
smell value                             
2.0           5.556674      1        NaN
3.0           5.986894      3   1.818998
4.0          10.344460      5  11.367964
5.0          12.772185      3   8.663233
9.0           8.413842      1        NaN",0.3139026947363361,0.14318495200000506
2021-4-10-afternoon,2021-4-10-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          13.393652      2  4.380196
2.0          12.846516      2  5.057515
3.0           9.074059     10  6.072990
4.0          13.625781     11  7.256614
4.5          22.787745      1       NaN
5.0          12.899654      3  7.326745","                  Mean  Count       STD
smell value                            
1.0          13.393652      2  4.380196
2.0          12.846516      2  5.057515
3.0           9.074059     10  6.072990
4.0          13.049398     10  7.378953
5.0          12.899654      3  7.326745
8.0          19.389619      1       NaN
9.0          22.787745      1       NaN",0.15206004103779938,0.3386799519604867
2021-4-11-morning,2021-4-11-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          10.873994      2  11.554421
4.0          29.974304      2   8.251405","                  Mean  Count        STD
smell value                             
1.0          10.873994      2  11.554421
4.0          29.974304      2   8.251405",0.8025537561509992,0.8025537561509992
2021-4-11-afternoon,2021-4-11-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          14.922239      2   5.826247
3.0           9.151158      1        NaN
4.0          17.465933      2   5.895197
5.0          15.837312      3  14.774305","                  Mean  Count        STD
smell value                             
1.0          14.922239      2   5.826247
3.0           9.151158      1        NaN
4.0          17.465933      2   5.895197
5.0          15.837312      3  14.774305",0.09074063083461179,0.09074063083461179
2021-4-12-morning,2021-4-12-morning,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0           0.622962      1  NaN
2.0           4.118837      1  NaN
4.0          11.064104      1  NaN","                  Mean  Count  STD
smell value                       
1.0           0.622962      1  NaN
2.0           4.118837      1  NaN
4.0          11.064104      1  NaN",0.999998634076639,0.999998634076639
2021-4-12-afternoon,2021-4-12-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           9.281737      2  1.019199
2.0           5.368054      1       NaN
3.0          18.579031      1       NaN
4.0           4.371628      1       NaN
5.0           4.553911      2  1.655949","                  Mean  Count       STD
smell value                            
1.0           9.281737      2  1.019199
2.0           5.368054      1       NaN
3.0          18.579031      1       NaN
4.0           4.371628      1       NaN
5.0           4.553911      2  1.655949",-0.3677256165397313,-0.3677256165397313
2021-4-13-morning,2021-4-13-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
2.000000     18.337283      1        NaN
2.500000      3.652389      1        NaN
3.000000     13.461670     12   8.002253
3.500000     14.891521      2  14.180461
3.666667     11.473590      1        NaN
4.000000     10.953858     28   7.408579
4.500000      9.433123      5   2.152598
4.666667     12.451914      1        NaN
4.800000      7.197546      1        NaN
5.000000     14.044455     18   5.773093","                  Mean  Count        STD
smell value                             
2.0          18.337283      1        NaN
3.0          13.059054     11   8.264378
4.0          11.158451     20   8.214075
5.0          13.348643     18   6.237075
6.0          17.890453      1        NaN
7.0          14.891521      2  14.180461
8.0          12.379567      5   5.881510
9.0           9.433123      5   2.152598
10.0         16.176998      1        NaN
11.0         11.473590      1        NaN
12.0          5.032771      1        NaN
14.0         12.451914      1        NaN
16.0          8.304192      2   1.237266
24.0          7.197546      1        NaN",0.01573238673119696,-0.1494290488684703
